,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y
349,"UDR, Inc.",12.9,Low ESG Risk,Real Estate,NYS,UDR,16727232512.0,16727232512.0,108.585365,0.841,0.030350002,-0.923,0.5419354838709678,0.0010480829119346,0.1362699331516929,1.2157755714517018,1.0066813321679673,1.078801866336593,1.108339452924915,0.05663978369109353,0.06970219570855017,0.057930277003349066,0.0686804012541582
350,PennyMac Mortgage Investment Trust,12.9,Low ESG Risk,Real Estate,NYS,PMT,1196076032.0,1196076032.0,8.883871,1.472,0.0968,0.063,0.5419354838709678,7.475257198581854e-05,0.1355399353967313,1.2513681896514457,1.013267306854888,1.0668974954166086,1.048049132171651,0.05811767795412745,0.13820068126184235,0.1052580403538361,0.09072043962562902
351,"Cumulus Media, Inc.",12.9,Low ESG Risk,Media,NAS,CMLS,25404300.0,25404300.0,,1.452,-0.4388,,0.5419354838709678,1.3871200091158871e-06,0.1354849113077487,0.40058114367926473,0.6708029686790205,0.8062604211508944,0.9174663328217424,0.12079714525398205,0.21546116578254904,0.20882613657905738,0.20882613657905738
352,Scout24 SE,12.9,Low ESG Risk,Software & Services,ETR,G24.DE,5386747392.0,5386747392.0,31.319149,0.529,0.12564999,-0.204,0.5419354838709678,0.0003373799934978,0.1357369059628653,,,,,,,,
353,"Juniper Networks, Inc.",12.9,Low ESG Risk,Technology Hardware,NYS,JNPR,12620109824.0,12620109824.0,54.0,0.921,0.05277,0.429,0.5419354838709678,0.0007906914467678,0.1360768895528178,1.3599024225864482,1.121681999835686,1.0811990591230414,1.0201848215666354,0.0860944866617737,0.08057592941791804,0.07513243822421733,0.1773429725769987
354,Radware Ltd.,12.9,Low ESG Risk,Software & Services,NAS,RDWR,855016192.0,855016192.0,,0.975,-0.03598,,0.5419354838709678,5.337851072788266e-05,0.1355239048507878,1.0891646192324622,0.950093759892518,1.0091425257289275,0.9896040691009924,0.10629712967487509,0.1019211826499577,0.08806275271817875,0.12755177040973853
355,"Japan Logistics Fund, Inc.",12.9,Low ESG Risk,Real Estate,TKS,8967.T,244774092800.0,244774092800.0,25.397377,0.368,0.06768,-0.005,0.5419354838709678,0.0153396733890652,0.1469886260095408,,,,,,,,
356,"Tachibana Eletech Co., Ltd.",12.9,Low ESG Risk,Technology Hardware,TKS,8159.T,62439038976.0,62439038976.0,8.388725,0.503,0.08495,-0.379,0.5419354838709678,0.0039128205238811,0.1384184863606528,,,,,,,,
357,"Host Hotels & Resorts, Inc.",12.9,Low ESG Risk,Real Estate,NAS,HST,23975061504.0,23975061504.0,15.820756,1.341,0.10767999,0.17,0.5419354838709678,0.0015023009777792,0.1366105967010764,1.136726001398736,1.030723724569044,1.014588912055795,1.0597092835452813,0.0716964304343729,0.10360989713652057,0.08511346785090729,0.1084333079757627
358,Assura Plc,12.9,Low ESG Risk,Real Estate,LON,AGR.L,1312606720.0,1312606720.0,,0.365,-0.018819999,,0.5419354838709678,8.205549590597698e-05,0.1355454125896714,,,,,,,,
359,"Hulic Reit, Inc.",12.9,Low ESG Risk,Real Estate,TKS,3295.T,200160002048.0,200160002048.0,19.586403,0.542,0.051030003,,0.5419354838709678,0.0125437291093154,0.1448916677997285,,,,,,,,
360,United Urban Investment Corp.,13.0,Low ESG Risk,Real Estate,TKS,8960.T,422337806336.0,422337806336.0,19.607843,0.492,,0.125,0.5483870967741935,0.0264675085815787,0.1569474056297324,,,,,,,,
361,Tokyo Electron Ltd.,13.0,Low ESG Risk,Semiconductors,TKS,8035.T,10136841093120.0,10136841093120.0,23.980816,1.216,0.25714,0.988,0.5483870967741935,0.6352709031475898,0.6135499515542407,,,,,,,,
362,"PERSOL Holdings Co., Ltd.",13.0,Low ESG Risk,Commercial Services,TKS,2181.T,632497766400.0,632497766400.0,19.157608,1.169,0.17556,0.381,0.5483870967741935,0.0396381353559691,0.1668253757105252,,,,,,,,
363,"Sabra Health Care REIT, Inc.",13.0,Low ESG Risk,Real Estate,NAS,SBRA,4069165824.0,4069165824.0,75.52174,1.243,0.01833,0.111,0.5483870967741935,0.0002548077705508,0.1372878800214615,1.2726743838912231,1.0170900003237553,1.0434361167867376,0.9988441732987549,0.058842288324060646,0.10292743821888535,0.09062880427519857,0.21999149454355846
364,Intermediate Capital Group Plc,13.0,Low ESG Risk,Diversified Financials,LON,ICG.L,6074208768.0,6074208768.0,13.0625,1.974,0.21561001,-0.016,0.5483870967741935,0.0003804628776131,0.1373821213517582,,,,,,,,
365,"Equinix, Inc.",13.0,Low ESG Risk,Real Estate,NAS,EQIX,78975246336.0,78975246336.0,76.381996,0.7,0.085,0.43,0.5483870967741935,0.0049491369341819,0.1408086268941848,1.0666933040465856,1.0717986654502094,1.1660651089082612,1.051415274936488,0.07749531836297611,0.06867783744588583,0.06299338578148787,0.2239973317433605
366,Adient plc,13.0,Low ESG Risk,Auto Components,NYS,ADNT,1935615872.0,1935615872.0,29.6,2.164,0.06547,,0.5483870967741935,0.0001210991891742,0.1371875985854291,0.6846435848184266,1.01728109026699,0.9277499393887805,0.970448233575186,0.07192203131212806,0.17372976238736115,0.18713215754152843,0.18713215754152843
367,TE Connectivity Ltd.,13.0,Low ESG Risk,Technology Hardware,NYS,TEL,44013551616.0,44013551616.0,12.965086,1.325,0.28673,0.114,0.5483870967741935,0.0027581038162794,0.1391653520557579,1.2798102128419724,1.1245394539545208,1.1317453423481711,1.0749961868909779,0.04200393693907708,0.08101149127615614,0.07034438452034521,0.09002165227640038
368,Big Technologies Plc,13.0,Low ESG Risk,Technology Hardware,LON,BIG.L,314300672.0,314300672.0,17.750002,0.498,0.15409,-0.199,0.5483870967741935,1.9492121032758637e-05,0.1371113932843229,,,,,,,,
369,The Cigna Group,13.0,Low ESG Risk,Healthcare,NYS,CI,99969507328.0,99969507328.0,28.269566,0.509,0.091280006,0.108,0.5483870967741935,0.0062648374883958,0.1417954023098452,1.2371573172274346,1.203643540062308,1.154039051974059,1.115951530657493,0.08974355305446709,0.08039402315184176,0.07556069139439492,0.09423400521559237
370,"Riken Keiki Co., Ltd.",13.0,Low ESG Risk,Technology Hardware,TKS,7734.T,177681711104.0,177681711104.0,21.979605,0.489,0.11525,-0.116,0.5483870967741935,0.0111350250894849,0.145448043010662,,,,,,,,
371,"TrueBlue, Inc.",13.0,Low ESG Risk,Commercial Services,NYS,TBI,215948192.0,215948192.0,,1.494,-0.27524,,0.5483870967741935,1.3328416937929076e-05,0.1371067705062518,0.8024215502803499,0.8925709823681327,0.9273447960264495,1.0086773321276061,0.1442544945432387,0.1195284328101835,0.11241212338338558,0.1405100624943581
372,Schroder Real Estate Investment Trust Ltd.,13.0,Low ESG Risk,Real Estate,LON,SREI.L,237218832.0,237218832.0,48.500004,,,,0.5483870967741935,1.4661438035797126e-05,0.1371077702720752,,,,,,,,
373,The UNITE Group Plc,13.0,Low ESG Risk,Real Estate,LON,UTG.L,4645426176.0,4645426176.0,15.590164,1.241,0.06724,1.317,0.5483870967741935,0.0002909217383055,0.1373149654972775,,,,,,,,
374,"Harley-Davidson, Inc.",13.1,Low ESG Risk,Automobiles,NYS,HOG,4791004672.0,4791004672.0,7.368421,1.458,0.20142001,0.336,0.5548387096774193,0.0003000450748183,0.1389347112254686,1.1451607397665768,1.0244738750114415,0.9808276616396483,1.036786851534434,0.14834747392737377,0.13731846375721352,0.10997140744143748,0.11171442787613868
375,"Utah Medical Products, Inc.",13.1,Low ESG Risk,Healthcare,NAS,UTMD,229941936.0,229941936.0,15.272517,0.078,0.12717,-0.15,0.5548387096774193,1.420539835410482e-05,0.1387203314681204,0.8132192231681832,0.9550091222523007,1.0542468832292533,1.1163424302665346,0.05736514428606236,0.06529328413179214,0.0672292852618034,0.07163080357647422
376,Severn Trent Plc,13.1,Low ESG Risk,Utilities,LON,SVT.L,8158131712.0,8158131712.0,53.29412,0.385,0.099980004,0.401,0.5548387096774193,0.0005110613575217,0.1390929734374961,,,,,,,,
377,DiamondRock Hospitality Co.,13.1,Low ESG Risk,Real Estate,NYS,DRH,1731737600.0,1731737600.0,28.655174,1.606,0.04349,-0.412,0.5548387096774193,0.0001083222328639,0.1387909190940028,1.0660538767630199,0.9765231841186808,0.9885989019676219,1.011677764058099,0.061848952270021636,0.13079191627464387,0.1037636640084941,0.11303533109761336
378,Befesa SA,13.1,Low ESG Risk,Commercial Services,ETR,BFSA.DE,991356672.0,991356672.0,17.125,1.606,0.07259,1.0,0.5548387096774193,6.192290508242286e-05,0.1387561195981666,,,,,,,,
379,"Yonex Co., Ltd.",13.1,Low ESG Risk,Consumer Durables,TKS,7906.T,162316779520.0,162316779520.0,17.537626,0.308,0.15544,0.162,0.5548387096774193,0.0101721119863168,0.1463387614090924,,,,,,,,
380,Deutsche Post AG,13.1,Low ESG Risk,Transportation,ETR,DHL.DE,45582422016.0,45582422016.0,14.233577,1.071,0.15597,-0.213,0.5548387096774193,0.0028564241932413,0.1408519955642858,,,,,,,,
381,DFS Furniture Plc,13.1,Low ESG Risk,Consumer Durables,LON,DFS.L,283314240.0,283314240.0,15.125001,1.584,0.07722,-0.903,0.5548387096774193,1.7550215777267795e-05,0.1387228400811878,,,,,,,,
382,Daiwa House REIT Investment Corp.,13.1,Low ESG Risk,Real Estate,TKS,8984.T,544271990784.0,544271990784.0,25.198303,0.241,0.04172,,0.5548387096774193,0.0341090671064053,0.1642914777491588,,,,,,,,
383,"Frontdoor, Inc.",13.1,Low ESG Risk,Consumer Services,NAS,FTDR,3622454784.0,3622454784.0,18.257694,1.039,1.1942,0.388,0.5548387096774193,0.0002268125978164,0.1388797868677171,1.2678581968659202,0.9576198099742665,1.0135623298130514,1.005403017771716,0.09867155768261891,0.10053620708567469,0.10544788092615728,0.10544788092615728
384,Supermarket Income REIT Plc,13.1,Low ESG Risk,Real Estate,LON,SUPR.L,943403648.0,943403648.0,inf,,,,0.5548387096774193,5.891771141177765e-05,0.1387538657029136,,,,,,,,
385,Infineon Technologies AG,13.1,Low ESG Risk,Semiconductors,ETR,IFX.DE,37927149568.0,37927149568.0,18.046297,1.701,0.12718001,-0.523,0.5548387096774193,0.0023766718358552,0.1404921812962462,,,,,,,,
386,"John Wiley & Sons, Inc.",13.1,Low ESG Risk,Media,NYS,WLY,2325231360.0,2325231360.0,,0.859,-0.13265,,0.5548387096774193,0.0001455162102681,0.1388188145770559,1.3311428012379651,1.0511070642226494,1.0101901514922411,1.0630644443828678,0.07400954302724748,0.09907599005793635,0.08227067076736777,0.07468652411578176
387,alstria office REIT-AG,13.1,Low ESG Risk,Real Estate,ETR,AOX.DE,651751296.0,651751296.0,,1.033,-0.2892,0.16,0.5548387096774193,4.063999440566787e-05,0.138740157415159,,,,,,,,
388,JBG SMITH Properties,13.1,Low ESG Risk,Real Estate,NYS,JBGS,1495751040.0,1495751040.0,,1.081,-0.06501,,0.5548387096774193,9.353306510533805e-05,0.1387798272181838,1.2320758390148274,0.8773807181898657,0.9586771587959555,0.9832613132642225,0.10368988107679401,0.08960650943172324,0.08027509546777192,0.08027509546777192
389,"Group 1 Automotive, Inc.",13.1,Low ESG Risk,Retailing,NYS,GPI,4750696448.0,4750696448.0,8.748457,1.327,0.20731,-0.155,0.5548387096774193,0.0002975189772016,0.1389328166522561,1.249574479901334,1.3047734483480715,1.1747843257372947,1.1296036590774496,0.08628385543238448,0.11777140107570436,0.11380793434738426,0.12279355689678177
390,"Climb Global Solutions, Inc.",13.1,Low ESG Risk,Technology Hardware,NAS,CLMB,404890784.0,404890784.0,29.10265,1.048,0.18771,1.431,0.5548387096774193,2.516936114185876e-05,0.1387285544402112,1.5756620028471127,1.373175025136905,1.193380879134391,1.141172593385119,0.10796002126913225,0.1301893658630616,0.10640826927060594,0.11123061133636213
391,Booz Allen Hamilton Holding Corp.,13.1,Low ESG Risk,Software & Services,NYS,BAH,19631865856.0,19631865856.0,32.750004,0.593,0.58025,0.04,0.5548387096774193,0.001230114930206,0.1396322636170093,1.2882548690400595,1.1665709658183525,1.2195196025295951,1.1228748736514134,0.050762512285871364,0.06158643287873527,0.06537156275270482,0.08551846812258107
392,"Ethan Allen Interiors, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,ETD,729397376.0,729397376.0,11.522088,1.257,0.1338,-0.273,0.5548387096774193,4.550603806052501e-05,0.1387438069479002,1.0852818402130744,1.1846587237297062,1.0917266998252912,1.0326824759970694,0.11900108778134132,0.10585364418913092,0.09553136115929602,0.10728024950646826
393,"Alexandria Real Estate Equities, Inc.",13.1,Low ESG Risk,Real Estate,NYS,ARE,20684998656.0,20684998656.0,145.98766,1.173,0.01491,-0.511,0.5548387096774193,0.0012961142720808,0.1396817631234155,1.2293040274095746,0.9736584082188204,1.0792913919915839,1.0921426513054042,0.08582152181599105,0.08377108146482254,0.0682104246778626,0.07799131501353318
394,"LiveWire Group, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,LVWR,1130070016.0,1130070016.0,,0.962,-0.471,,0.5548387096774193,7.061600571822077e-05,0.1387626394236435,1.1493174803469617,0.9583032126863698,0.9789296260132133,0.9915179681175564,0.1146905815441484,0.16511556047354295,0.16511556047354295,0.16511556047354295
395,The E.W. Scripps Co.,13.2,Low ESG Risk,Media,NAS,SSP,149844976.0,149844976.0,,1.74,-0.19748,,0.5612903225806452,9.185759191621076e-06,0.140329469964555,0.7142191119544319,0.7866459223637592,0.8839272846347628,0.9999716687243954,0.24796544385195704,0.17431566886007444,0.14932091526036725,0.7503187559445571
396,Taylor Wimpey Plc,13.2,Low ESG Risk,Homebuilders,LON,TW.L,5635552256.0,5635552256.0,22.742857,1.812,0.0551,-0.586,0.5612903225806452,0.0003529724783955,0.1405873100039579,,,,,,,,
397,Semtech Corp.,13.2,Low ESG Risk,Semiconductors,NAS,SMTC,3195655424.0,3195655424.0,,1.539,-7.74954,,0.5612903225806452,0.0002000652807899,0.1404726296057537,1.2109739436150297,0.9173241808577351,1.013503876742549,1.02366866273348,0.2028459463784626,0.1596063395784184,0.13764437468070148,0.1340705749727572
398,"Agilysys, Inc.",13.2,Low ESG Risk,Technology Hardware,NAS,AGYS,2821638144.0,2821638144.0,27.878786,0.836,0.49271,11.5,0.5612903225806452,0.0001766257921235,0.1404550499892539,1.6833942666071389,1.3371086453905219,1.2495784247032293,1.0904116438495246,0.06940422026849455,0.15096585862650733,0.12170001322176907,0.14679822993405342
399,Superdry Plc,13.2,Low ESG Risk,Retailing,LON,SDRY.L,3270419.0,3270419.0,,2.159,-5.94196,,0.5612903225806452,0.0,0.1403225806451613,,,,,,,,
400,Sealed Air Corp.,13.2,Low ESG Risk,Containers & Packaging,NYS,SEE,4852367360.0,4852367360.0,13.324,1.348,0.68461,-0.018,0.5612903225806452,0.0003038906458837,0.140550498629574,1.1758883713288075,1.0027256821075936,1.027099066500314,1.033363465163148,0.11854193911565379,0.10247768638646362,0.08486603326811455,0.12834548157146586
401,SL Green Realty Corp.,13.2,Low ESG Risk,Real Estate,NYS,SLG,4082379008.0,4082379008.0,,1.815,-0.03366,,0.5612903225806452,0.0002556358346355,0.1405143075211379,1.8207684376222726,1.0245294842528627,0.9994115610023009,1.089954397247785,0.11121579621584728,0.15158187074088963,0.11466545461235256,0.11456964403123032
402,NVIDIA Corp.,13.2,Low ESG Risk,Semiconductors,NAS,NVDA,2611709214720.0,2611709214720.0,49.985912,1.673,1.23767,1.68,0.5612903225806452,0.1636743946200315,0.2630783766101849,2.648433245163004,1.925361018116555,1.7413963720944718,1.377883097461057,0.1313146998155432,0.14742517505010294,0.13646067529735684,0.17721814439301653
403,"Tomy Co., Ltd.",13.2,Low ESG Risk,Consumer Durables,TKS,7867.T,319939641344.0,319939641344.0,30.395576,0.551,0.109060004,0.413,0.5612903225806452,0.0200502632933641,0.1553602781151843,,,,,,,,
404,"Watts Water Technologies, Inc.",13.2,Low ESG Risk,Machinery,NYS,WTS,6368058880.0,6368058880.0,23.17233,0.889,0.18202999,0.08,0.5612903225806452,0.0003988783272144,0.1406217393905721,1.1690408905943042,1.1688345634250563,1.1420259124943355,1.1060690470707957,0.07561983507305134,0.07658116596356757,0.06883839193840431,0.08082561140243556
405,"Akamai Technologies, Inc.",13.3,Low ESG Risk,Software & Services,NAS,AKAM,14405576704.0,14405576704.0,23.590569,0.676,0.13906,0.024,0.567741935483871,0.0009025858242094,0.1426124232391248,0.9104708067636403,1.0149077399274062,1.051486018171856,0.9656898328320268,0.0753369649782306,0.0757027657070824,0.08158086460816795,0.18900551033551402
406,NCC Group Plc,13.3,Low ESG Risk,Software & Services,LON,NCC.L,477064160.0,477064160.0,,0.768,-0.097040005,,0.567741935483871,2.969243298701074e-05,0.141957753195708,,,,,,,,
407,"Tanger, Inc.",13.3,Low ESG Risk,Real Estate,NYS,SKT,3363729152.0,3363729152.0,34.17778,1.835,0.18969999,-0.041,0.567741935483871,0.0002105983830107,0.1420934326582258,1.2991475103034986,1.1782548930543217,1.0276998953039433,1.1210953573292832,0.06177041302617993,0.16805007617224582,0.1272068004662837,0.09122681063266248
408,"Comforia Residential REIT, Inc.",13.3,Low ESG Risk,Real Estate,TKS,3282.T,253220978688.0,253220978688.0,29.11463,0.21,0.05599,-0.008,0.567741935483871,0.0158690357918884,0.153837260714884,,,,,,,,
409,International Business Machines Corp.,13.3,Low ESG Risk,Software & Services,NYS,IBM,187481260032.0,187481260032.0,22.489502,0.693,0.36244,0.141,0.567741935483871,0.0117491582547594,0.1507473525620373,1.4056186647799302,1.1220311488895602,1.0562991032927136,1.049680840551217,0.07577137419642274,0.06813575549914172,0.06689048850924446,0.07176195456798837
410,"INABA SEISAKUSHO Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,3421.T,27827818496.0,27827818496.0,11.723145,0.129,0.05627,0.218,0.567741935483871,0.0017437514632979,0.1432432974684412,,,,,,,,
411,"insource Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,6200.T,89856180224.0,89856180224.0,27.933842,1.185,0.39619,0.161,0.567741935483871,0.0056310399910345,0.1461587638642436,,,,,,,,
412,"Electronic Arts, Inc.",13.3,Low ESG Risk,Software & Services,NAS,EA,38124060672.0,38124060672.0,33.95294,0.791,0.15624,-0.293,0.567741935483871,0.0023890121629932,0.1437272429932127,1.2073826239761691,1.0909826815740415,1.1523547282093574,1.0845746467807216,0.05101406754953125,0.06693607993630461,0.07641563954233621,0.09954896658889835
413,Tractor Supply Co.,13.3,Low ESG Risk,Retailing,NAS,TSCO,29425586176.0,29425586176.0,26.331083,0.799,0.51282,0.026,0.567741935483871,0.0018438828193329,0.1433183959854674,1.2756448946460712,1.2405141077555735,1.1654520387066378,1.244926859778823,0.05250511861342265,0.07240814469553586,0.07273760995523114,0.10600756825262087
414,Ares Commercial Real Estate Corp.,13.3,Low ESG Risk,Real Estate,NYS,ACRE,382176096.0,382176096.0,,1.496,-0.07645,,0.567741935483871,2.3745842228676545e-05,0.1419532932526392,0.9467547281720352,0.9859806872833893,1.0626206732950512,1.0155940299011943,0.11498754799574838,0.1286638214351515,0.096784437400811,0.08969418484771285
415,CECONOMY AG,13.3,Low ESG Risk,Retailing,ETR,CEC.DE,1241195392.0,1241195392.0,9.135715,2.215,0.27309,,0.567741935483871,7.758018125391314e-05,0.1419936690069081,,,,,,,,
416,"Palo Alto Networks, Inc.",13.4,Low ESG Risk,Software & Services,NAS,PANW,112022675456.0,112022675456.0,47.194786,1.132,0.74517995,0.591,0.5741935483870968,0.0070202039188735,0.1488135400359293,1.3779592946735615,1.3760667931436577,1.260465428710511,1.1148472476140938,0.10784777461723637,0.10973662610549985,0.10472146366413179,0.10399671032592171
417,adidas AG,13.4,Low ESG Risk,Textiles & Apparel,ETR,ADS.DE,38209482752.0,38209482752.0,198.14815,1.147,0.048109997,1.255,0.5741935483870968,0.0023943655249449,0.1453441612404829,,,,,,,,
418,Aviva Plc,13.4,Low ESG Risk,Insurance,LON,AV.L,13133227008.0,13133227008.0,10.75,0.895,0.14025,0.674,0.5741935483870968,0.0008228482616051,0.144165523292978,,,,,,,,
419,McKesson Corp.,13.4,Low ESG Risk,Healthcare,NYS,MCK,66060058624.0,66060058624.0,22.752123,0.441,,-0.003,0.5741935483870968,0.0041397481380281,0.1466531982002953,1.3929526456275836,1.3462584934837885,1.1245459467957994,1.1375756480685715,0.02834160749655796,0.058721664862615375,0.07056656783306497,0.07712143028506961
420,Rentokil Initial Plc,13.4,Low ESG Risk,Commercial Services,LON,RTO.L,11856979968.0,11856979968.0,29.506252,0.552,0.09661,0.06,0.5741935483870968,0.0007428664542682,0.1441055369374754,,,,,,,,
421,Videndum Plc,13.4,Low ESG Risk,Consumer Durables,LON,VID.L,293870624.0,293870624.0,,1.003,-0.052470002,,0.5741935483870968,1.8211779443861595e-05,0.1435620459313571,,,,,,,,
422,"PIOLAX, Inc.",13.4,Low ESG Risk,Auto Components,TKS,5988.T,78536507392.0,78536507392.0,21.009016,0.392,0.03852,-0.783,0.5741935483870968,0.0049216413689893,0.1472396181235162,,,,,,,,
423,Air Lease Corp.,13.4,Low ESG Risk,Traders & Distributors,NYS,AL,4695654400.0,4695654400.0,9.047211,1.603,0.07971,-0.263,0.5741935483870968,0.0002940695177,0.1437689392350492,1.2786292437811202,1.0579692949196773,1.0604745316125759,1.029628726370491,0.10510727998205881,0.12156448524546949,0.10483020416584853,0.09980445437726373
424,"QUALCOMM, Inc.",13.4,Low ESG Risk,Semiconductors,NAS,QCOM,179097780224.0,179097780224.0,20.558825,1.284,0.38924,0.174,0.5741935483870968,0.011223769481426,0.1519662142078437,1.6381480311868417,1.2141581678583737,1.1256432964694885,1.102879875223575,0.10459066576472237,0.10604795842124735,0.11187461855574304,0.1232729362346235
425,Balanced Commercial Property Trust Ltd.,13.4,Low ESG Risk,Real Estate,LON,BCPT.L,666472512.0,666472512.0,,,,,0.5741935483870968,4.156256615312223e-05,0.143579559021389,,,,,,,,
426,"Guidewire Software, Inc.",13.4,Low ESG Risk,Software & Services,NYS,GWRE,13894046720.0,13894046720.0,,1.182,-0.0047999998,0.334,0.5741935483870968,0.0008705284784566,0.1442012834556166,1.6394171723417013,1.0657525686946245,1.1271313526550941,1.0772736006331052,0.07748582881932083,0.10014314149341703,0.0840017220333718,0.08783375184140461
427,Levi Strauss & Co.,13.4,Low ESG Risk,Textiles & Apparel,NYS,LEVI,7484981760.0,7484981760.0,52.305553,1.136,0.07391,,0.5741935483870968,0.0004688753636802,0.1439000436195343,1.3543451477862467,1.0111645860770357,0.9905039471325526,0.9961907027063795,0.112088999243499,0.10624297236985471,0.10613856917846254,0.10613856917846254
428,Tosei REIT Investment Corp.,13.4,Low ESG Risk,Real Estate,TKS,3451.T,51009650688.0,51009650688.0,18.15614,0.503,,0.063,0.5741935483870968,0.0031965460853297,0.1459457966607714,,,,,,,,
429,"Nasdaq, Inc.",13.4,Low ESG Risk,Diversified Financials,NAS,NDAQ,41180119040.0,41180119040.0,41.65698,0.962,0.11017,-0.296,0.5741935483870968,0.002580533916963,0.1454837875344965,1.4129140987125965,1.1787756847520117,1.1941995573113606,1.1313594764316712,0.06817860275927115,0.0719561911369567,0.06073425466946616,0.09583898716423322
430,"Shinko Shoji Co., Ltd.",13.5,Low ESG Risk,Technology Hardware,TKS,8141.T,30192490496.0,30192490496.0,12.408163,0.047,0.045029998,-0.704,0.5806451612903226,0.0018919443557327,0.1465802485893802,,,,,,,,
431,QIAGEN NV,13.5,Low ESG Risk,Pharmaceuticals,NYS,QGEN,10198776832.0,10198776832.0,131.11429,0.388,0.020680001,,0.5806451612903226,0.0006389476363653,0.1456405010498546,1.1118923846601654,1.0719902143781614,1.0766954151313222,1.0606287974325685,0.04566723598845014,0.08865318364434775,0.0782810407640177,0.1147599574473368
432,Team17 Group PLC,13.5,Low ESG Risk,Software & Services,LON,TM17.L,323894240.0,323894240.0,,0.312,-0.015,,0.5806451612903226,2.009334546925099e-05,0.1451763603316826,,,,,,,,
433,Daiwa Securities Living Investment Corp.,13.5,Low ESG Risk,Real Estate,TKS,8986.T,242133139456.0,242133139456.0,20.668966,0.16,,0.135,0.5806451612903226,0.0151741660735336,0.1565419148777309,,,,,,,,
434,Deutsche Wohnen SE,13.5,Low ESG Risk,Real Estate,ETR,DWNI.DE,9268432896.0,9268432896.0,,0.761,-0.08315,,0.5806451612903226,0.0005806434153846,0.1455967728841191,,,,,,,,
435,Games Workshop Group Plc,13.5,Low ESG Risk,Consumer Durables,LON,GAW.L,3354513664.0,3354513664.0,22.227076,1.245,0.62117,0.168,0.5806451612903226,0.0002100208526717,0.1453188059620844,,,,,,,,
436,Kilroy Realty Corp.,13.5,Low ESG Risk,Real Estate,NYS,KRC,4094233600.0,4094233600.0,20.559525,1.053,0.03929,-0.128,0.5806451612903226,0.0002563787563925,0.1453535743898751,1.210647007025123,0.8994767063062881,0.9884732595535486,1.0700108931623291,0.11566476240353425,0.0967362403217467,0.07700646054240767,0.07862368455501972
437,Birkenstock Holding Plc,13.5,Low ESG Risk,Textiles & Apparel,NYS,BIRK,8373416960.0,8373416960.0,68.58462,,0.04422,0.151,0.5806451612903226,0.0005245531837029,0.1455547052103579,1.2303291399209995,1.042327658465288,1.0209444933321734,1.008325736846909,0.11236022654796372,0.11236022654796372,0.11236022654796372,0.11236022654796372
438,"Carter's, Inc.",13.5,Low ESG Risk,Retailing,NYS,CRI,2507261952.0,2507261952.0,10.75814,1.234,0.30037,0.194,0.5806451612903226,0.0001569239826527,0.1452789833095701,0.8649257810638437,0.9379008486792925,0.9905899286398355,1.0697201767091828,0.09034577665927693,0.09225916037842291,0.08228063923274745,0.08786869094563837
439,Paragon Banking Group Plc,13.5,Low ESG Risk,Banks,LON,PAG.L,1520557568.0,1520557568.0,11.219697,1.52,0.14433,1.35,0.5806451612903226,9.508767865663948e-05,0.1452326060815731,,,,,,,,
440,Elematec Corp.,13.5,Low ESG Risk,Technology Hardware,TKS,2715.T,71614906368.0,71614906368.0,12.672996,0.588,0.08322,-0.064,0.5806451612903226,0.0044878678578953,0.1485271912160021,,,,,,,,
441,"Tapestry, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NYS,TPR,9505824768.0,9505824768.0,11.797143,1.552,0.31538,-0.284,0.5806451612903226,0.0005955206533914,0.1456079308126242,1.4844281631471938,1.1223353370992546,1.0451412282743426,1.129755843402494,0.11767941559913796,0.13773092836774609,0.11752072891120631,0.11201649672617181
442,"Fossil Group, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NAS,FOSL,54196984.0,54196984.0,,2.204,-0.5815,,0.5806451612903226,3.1915440996109456e-06,0.1451636839806553,0.6191114904734183,0.6253393724004089,0.6470008892360665,0.9131195552946998,0.28305177950720145,0.2904015489866799,0.23984763990840047,0.1794147688882154
443,Coca-Cola Europacific Partners plc,13.6,Low ESG Risk,Food Products,NAS,CCEP,37818986496.0,37818986496.0,21.015463,0.755,0.19393,-0.07,0.5870967741935483,0.0023698933065309,0.1485516135282852,1.2326908725540868,1.0950728967518473,1.11812283590902,1.099254548589402,0.03717250679994444,0.08084088049844616,0.07706521870052489,0.09010381001197863
444,Renewi Plc,13.6,Low ESG Risk,Commercial Services,LON,RWI.L,504541952.0,504541952.0,14.0222225,1.235,0.1367,,0.5870967741935483,3.1414453408532136e-05,0.1467977543884434,,,,,,,,
445,Medios AG,13.6,Low ESG Risk,Healthcare,ETR,ILM1.DE,410641792.0,410641792.0,24.02985,1.076,0.0332,-0.481,0.5870967741935483,2.5529774133569774e-05,0.1467933408789872,,,,,,,,
