,stock_ticker_symbol,market_capital,trailing_pe,beta,return_on_equity,earnings_growth
920,VTY.L,4488144384,18.424656,2.143,0.07802,0.378
921,FRPH,542940160,71.325,0.47,0.01647,2.609
922,SYF,19038085120,6.7276535,1.612,0.20775,0.174
923,PFGC,11140644864,25.623655,1.446,0.110740006,0.116
924,AEWU.L,155890192,16.400002,N/A,N/A,N/A
925,PCH,3285148160,90.5,1.142,0.01699,-0.389
926,AGCO,6649882624,15.908928,1.251,0.096260004,N/A
927,RWT,974431936,40.944443,1.626,0.03071,45.372
928,AVTR,17539870720,49.615383,1.329,0.068959996,N/A
929,VIAV,1768646528,N/A,0.911,-0.0376,N/A
930,ZS,24056875008,N/A,0.823,-0.057729997,N/A
931,FOUR.L,1427767808,22.04348,0.977,0.92727995,0.104
932,MCG.L,413586912,N/A,1.597,-0.100710005,N/A
933,TLYS,137492656,N/A,1.616,-0.28173,N/A
934,OMCL,2046264192,N/A,0.832,-0.017549999,0.046
935,3292.T,282697760768,20.151005,0.411,0.05802,0.001
936,IHRT,223809376,N/A,1.705,N/A,N/A
937,SITE,6059777536,39.61652,1.533,0.10241,-0.03
938,LESL,536247680,145.00002,1.166,N/A,-0.159
939,SOHO.L,255752896,7.222222,N/A,N/A,N/A
940,CERT,1845396736,N/A,1.498,-0.07351,N/A
941,EQC,2181093888,23.581396,0.373,0.04245,0.667
942,HBAN,21292623872,13.83019,1.068,0.08875,-0.143
943,WAF.DE,2130000000,19.137466,1.565,0.05589,-0.601
944,9729.T,74509967360,12.286765,0.051,0.07611,0.408
945,DGE.L,54156292096,18.61832,0.359,0.35039002,-0.031
946,PRDO,1387678848,10.357842,1.035,0.16118999,-0.288
947,OSW,1609454208,29.557693,2.139,0.111,N/A
948,SBS.DE,486843776,33.65546,0.157,0.06479,2.325
949,BXMT,3163374336,N/A,1.528,-0.036059998,N/A
950,IRT,4570406400,N/A,1.159,-0.00253,-0.035
951,7239.T,66025283584,9.606307,0.506,0.07869,N/A
952,KD,5320073216,N/A,1.732,-0.1541,N/A
953,CUBE,11765665792,29.191011,0.838,0.14154,-0.047
954,VTSC.DE,2037579904,78.87097,0.563,0.00853,N/A
955,1911.T,1237518516224,10.916937,0.694,0.16274999,0.101
956,TMHC,6675657728,9.501484,1.962,0.13833,-0.123
957,SMAR,7281033216,N/A,0.746,-0.070089996,N/A
958,OPI,107530296,3.147059,1.117,0.01069,N/A
959,4745.T,21716520960,19.772615,0.399,0.15090999,N/A
960,LGEN.L,13208677376,4512.0,1.313,0.06513,-0.409
961,GLW,35058069504,80.333336,1.036,0.044260003,-0.636
962,PAYX,47565090816,28.312634,0.993,0.46348998,0.082
963,JSG.L,642476544,2214.2856,1.802,0.11115,0.435
964,XRX,1273159680,N/A,1.594,-0.0332,N/A
965,GFS,22297309184,27.678082,1.538,0.07461,-0.349
966,MTCH,9291957248,15.665217,1.486,N/A,0.017
967,GES,1055536640,7.3857675,1.964,0.35018003,N/A
968,NAPA,898487744,11.314815,0.22,0.057290003,-0.211
969,3116.T,335692922880,6.317099,0.422,0.13175,-0.272
970,HTWS.L,1160458624,N/A,0.503,N/A,N/A
971,6644.T,33214969856,14.005935,0.178,0.046550002,-0.552
972,IHG.L,12146553856,2592.5422,0.977,N/A,-0.202
973,7729.T,275354025984,14.320276,0.93,0.13063,0.092
974,OXM,1283583616,31.492308,1.522,0.06755,-0.335
975,7731.T,505204604928,15.504,0.424,0.04842,0.069
976,CARR,63851651072,18.81117,1.19,0.31099,10.087
977,6736.T,147552632832,N/A,1.348,-0.02711,N/A
978,MEGP.L,707359936,1341.4286,1.203,0.34004003,0.118
979,TTK.DE,628436800,121.25,1.107,0.00877,-0.839
980,AAPL,3358737825792,33.675304,1.24,1.60583,0.111
981,JHG,5738281472,12.339041,1.488,0.10406999,0.5
982,TTSH,264775680,49.416668,1.437,0.04502,-0.762
983,3269.T,473606488064,29.029425,0.129,0.06726,0.027
984,REGN,126193721344,30.284922,0.122,0.16551,0.46
985,SGE.L,9974544384,3845.3848,0.529,0.22306,0.556
986,UNIT,1267143808,N/A,1.297,N/A,-0.346
987,BIO,8989946880,N/A,0.947,-0.17413001,N/A
988,UPBD,1667336448,31.112244,2.013,0.08961,N/A
989,EVD.DE,8360841728,26.474163,1.251,0.34459,0.395
990,SCT.L,2943954176,2592.9824,0.708,0.50404,0.02
991,SNOW,36858593280,N/A,0.833,-0.21624,N/A
992,6425.T,105697615872,13.106515,1.355,0.02046,N/A
993,INTU,175740272640,59.94168,1.243,0.16597,-0.185
994,UNM,10098620416,7.982379,0.753,0.13366,0.035
995,PTON,1656243712,N/A,2.041,N/A,N/A
996,WTW,29894023168,28.331085,0.745,0.11383,0.548
997,DKS,16887436288,15.218635,1.661,0.40762,0.55
998,MRK.DE,73868779520,28.175785,0.71,0.09507,-0.136
999,3468.T,141873594368,17.109138,0.375,0.06118,0.043
1000,ROKU,9464107008,N/A,2.075,-0.20031,N/A
1001,9627.T,184516935680,16.969345,0.058,0.0836,-0.23
1002,4293.T,89815023616,24.757004,0.488,0.03809,N/A
1003,4665.T,185961725952,41.046974,0.198,0.02948,-0.094
1004,HLIT,1554128640,27.833334,0.87,0.15423,N/A
1005,ODP,941947008,25.044641,1.507,0.03797,N/A
1006,YUMC,13030164480,16.375002,0.331,0.13271,0.16
1007,ZI,3521299200,241.00002,1.056,0.00732,N/A
1008,FITB,28118063104,13.248406,1.239,0.12485,-0.012
1009,EFC,1137044352,10.8099165,1.983,0.08671,13.266
1010,6146.T,3754804379648,38.314045,0.841,0.2554,N/A
1011,LFUS,6170055680,32.11742,1.27,0.080699995,-0.348
1012,BWY.L,3628500480,1698.8889,1.456,0.06334,-0.623
1013,DXLG,152052592,10.44,1.306,0.1005,-0.778
1014,7955.T,26147196928,18.15223,0.468,0.02327,-0.454
1015,U,6814051840,N/A,2.252,-0.22486,N/A
1016,CTAS,81096876032,53.226192,1.312,0.38424,0.199
1017,UNH,548602609664,39.344368,0.595,0.15584,-0.22
1018,BLKB,4214254848,103.32911,1.02,0.061950002,9.504
1019,7600.T,19066177536,13.928434,0.541,0.05562,0.541
1020,LDOS,20673210368,48.106583,0.704,0.096260004,0.58
1021,MBG.DE,62307483648,4.75817,1.154,0.14422,-0.117
1022,DOCU,11472284672,11.872882,0.916,0.70342004,116.349
1023,SSE.L,21682704384,1279.1667,0.56,0.16466999,4.108
1024,6383.T,956759932928,19.011448,0.603,0.14553,0.803
1025,PLYM,1048476864,41.545456,1.4,0.05592,N/A
1026,EPRT,5681053184,27.606838,1.393,0.06408,-0.168
1027,6750.T,109636321280,13.140292,0.231,0.10386,-0.365
1028,COK.DE,950361344,23.807016,1.327,0.0579,0.613
1029,PINC,1973703680,18.942308,0.403,0.04968,2.169
1030,KVUE,44431945728,40.701756,N/A,0.10548,-0.87
1031,6588.T,177050845184,N/A,0.319,-0.018070001,93.718
1032,ICHR,916644992,N/A,1.906,-0.05726,N/A
1033,FORM,3194634240,26.805195,1.108,0.13623,24.0
1034,6976.T,398805925888,30.396563,0.724,0.041350003,5.37
1035,5332.T,816419110912,20.201637,0.932,0.08328,0.527
1036,7732.T,153287000064,36.629242,1.097,0.041020002,N/A
1037,TRTN.PRE,N/A,N/A,N/A,N/A,N/A
1038,4433.T,15326621696,55.526825,0.799,0.02664,N/A
1039,CME,78695596032,24.12141,0.561,0.11913,0.131
1040,EXTR,1775189888,N/A,1.766,-1.21047,N/A
1041,AOF.DE,1889668480,46.225685,1.308,0.84116995,0.358
1042,TGT,69373050880,15.556817,1.238,0.33968,0.428
1043,2767.T,121133514752,10.76026,0.665,0.30013,0.272
1044,ASHM.L,1163356288,1252.857,1.086,0.10888,-0.143
1045,8985.T,321808498688,20.768991,0.771,0.06763,0.462
1046,STJ.L,3860360704,N/A,1.23,-0.0055299997,0.014
1047,4452.T,3339175591936,47.392708,0.121,0.0692,1.283
1048,RLJ,1391627264,34.384617,1.698,0.027980002,-0.098
1049,LNT,15197625344,24.183674,0.57,0.094390005,-0.466
1050,2491.T,23458646016,10.78041,0.655,0.18120001,-0.076
1051,ATRI,809436224,64.50491,0.688,0.05234,-0.939
1052,P911.DE,60453961728,13.298598,N/A,0.22041,-0.099
1053,8804.T,490103373824,9.259407,0.576,0.105,2.306
1054,8802.T,2963097518080,17.123838,0.439,0.07281,0.374
1055,ARHS,1526655360,17.238094,2.518,0.29584,-0.449
1056,RDC.DE,2437703936,N/A,1.034,-0.01783,N/A
1057,HZO,676244480,14.225351,1.822,0.052410003,-0.308
1058,4751.T,522747510784,31.95183,0.441,0.09631,8.204
1059,MEDP,10521391104,31.896616,1.355,0.58855,0.425
1060,7751.T,4672134316032,16.33976,0.392,0.08488,0.418
1061,BKNG,127489605632,26.679459,1.4,N/A,0.272
1062,LSEG.L,54997458944,7518.116,0.408,0.033570003,-0.163
1063,AMN,1736686848,17.18045,0.128,0.12078,-0.729
1064,ROST,50299772928,24.320967,1.092,0.43236,0.205
1065,CAL,1325092352,8.008492,1.94,0.32624,-0.09
1066,6951.T,282954268672,11.848382,1.143,0.20626,1.259
1067,1973.T,394909712384,23.609373,0.155,0.11359999,7.34
1068,8439.T,851897483264,11.110757,1.039,0.087740004,0.263
1069,MANH,15622603776,77.768295,1.502,0.99579,N/A
1070,3492.T,68555997184,16.30891,0.611,0.05465,N/A
1071,5105.T,314402668544,3.6927865,0.529,0.20898001,0.039
1072,EQH,12780768256,15.924303,1.409,0.25877002,-0.403
1073,PCA.L,65284168,N/A,0.683,-0.08276,N/A
1074,EWCZ,418659008,26.846155,1.251,0.13826999,0.138
1075,9101.T,2165651800064,8.474577,1.225,0.09831,0.666
1076,HTZ,864349760,N/A,2.012,-0.32103002,N/A
1077,PAT.DE,733807936,N/A,1.062,-0.01482,N/A
1078,TFC,57047359488,N/A,1.04,-0.10037,-0.336
1079,OHI,10595123200,30.257574,0.987,0.087349996,0.792
1080,TROW,23047796736,12.22432,1.427,0.18722,0.024
1081,FSLR,21983172608,18.3521,1.44,0.18106002,1.044
1082,CCH.L,10440167424,1983.4482,0.936,0.20678,-0.006
1083,9364.T,351228035072,13.6853895,0.371,0.067,0.133
1084,7730.T,183540350976,26.85212,0.221,0.13683,0.152
1085,NEOG,3326253056,N/A,1.205,-0.003,N/A
1086,HNR1.DE,30595459072,15.092207,0.561,0.18445998,0.269
1087,4619.T,26006900736,6.588443,0.89,0.08550999,0.428
1088,DAY,8981661696,189.36667,1.29,0.01997,N/A
1089,6592.T,272806854656,12.594725,0.496,0.06821,-0.121
1090,SNDR,4764096000,40.58209,0.805,0.03959,-0.535
1091,MONY.L,1084477184,1441.4286,0.672,0.34730998,0.081
1092,MDB,21169520640,N/A,1.159,-0.19561,N/A
1093,MEG,933449408,N/A,1.884,-0.06449,N/A
1094,MERC,429310528,N/A,1.358,-0.3234,N/A
1095,SHYF,414242880,N/A,1.65,-0.00942,-0.538
1096,WG.L,842170368,N/A,1.355,-0.33469,N/A
1097,CHEF,1577527680,38.456314,2.323,0.09217,0.484
1098,HCSG,771257472,24.44186,0.523,0.06937,N/A
1099,2874.T,58344562688,17.951042,0.142,0.03712,-0.036
1100,WU,4100637184,7.402439,0.884,1.09004,-0.127
1101,APLE,3387254016,16.172413,1.13,0.06376,0.071
1102,9068.T,97803493376,9.816938,0.585,0.081499994,0.14
1103,MSGS,4840719360,82.4898,0.685,N/A,N/A
1104,DBI,347396640,20.033333,2.015,0.04652,-0.941
1105,CON.DE,11756352512,14.371637,1.513,0.06002,0.462
1106,IHR.L,372516832,817.27277,N/A,N/A,N/A
1107,ROK,29416318976,29.460226,1.363,0.25676,-0.414
1108,GNTX,6867373056,16.572222,0.919,0.18099001,-0.203
1109,WDAY,67182800896,43.710342,1.349,0.21080999,0.661
1110,CCS,2986976000,9.512974,1.855,0.13761,0.631
1111,INFA,7488626688,44.142857,1.062,0.074250005,N/A
1112,9831.T,311269523456,13.37092,0.316,0.03872,-0.079
1113,COHR,10853640192,N/A,1.65,-0.020920001,N/A
1114,9401.T,644083613696,15.200641,0.556,0.04448,0.51
1115,CATO,92968712,N/A,1.155,-0.08762,-0.903
1116,9719.T,906966859776,22.282776,0.534,0.14142999,0.024
1117,3148.T,202043916288,14.59126,0.286,0.11102,-0.079
1118,RH,4453777920,61.284264,2.413,0.29864,N/A
1119,8079.T,76908838912,22.556576,0.173,0.06716,0.358
1120,7915.T,95526404096,156.25,0.812,0.0055299997,0.988
1121,LSCC,5853932544,31.242647,1.381,0.29824,-0.556
1122,4980.T,337781260288,13.772037,0.853,0.30312002,0.845
1123,CHRW,11853793280,36.356117,0.825,0.22913,0.296
1124,3289.T,719897100288,11.402886,0.516,0.08335,-0.256
1125,IVR,476383168,N/A,1.843,-0.03218,N/A
1126,RMV.L,5224686592,2649.6,1.045,2.84968,0.025
1127,BBW,430719136,8.81356,1.532,0.42880002,0.123
1128,GXI.DE,3637062144,31.432838,0.94,0.07883,-0.104
1129,EMG.L,2422833152,1050.0,0.711,0.20476,1.029
1130,ONTF,242531120,N/A,0.487,-0.22292,N/A
1131,ZD,2124735872,27.610466,1.239,0.042859998,1.164
1132,CRWD,60443168768,357.36234,1.1,0.07334,5.333
1133,SLAB,3407791616,N/A,1.191,-0.16848,N/A
1134,6914.T,59903590400,11.695988,0.865,0.11382,0.528
1135,NRUC,N/A,N/A,N/A,N/A,N/A
1136,SYAB.DE,2430711808,27.650002,0.887,0.03809,-0.154
1137,3050.T,195170795520,9.078455,0.058,0.08744001,0.027
1138,GTN,496126784,66.71429,1.486,0.02253,N/A
1139,CLI.L,355284544,N/A,1.015,-0.21591,N/A
1140,SAIA,10894371840,28.910627,1.737,0.19610001,0.12
1141,KN,1477620096,N/A,1.425,-0.22167,N/A
1142,6814.T,52311879680,8.2032995,0.356,0.10972,0.121
1143,7241.T,60389683200,4.7054725,0.764,0.10439,-0.229
1144,NDX1.DE,3326851328,N/A,1.796,-0.01684,N/A
1145,LINC,368571072,46.84,1.42,0.04986,N/A
1146,DAKT,553716480,56.52381,1.153,0.04563,N/A
1147,CHCT,446390048,N/A,0.676,0.00259,N/A
1148,PRI,8633792512,20.434748,1.089,0.21419,-0.992
1149,CHKP,20940148736,26.05663,0.621,0.29549998,0.024
1150,HFFG,170845856,40.5,1.478,0.01509,N/A
1151,ALIT,4058225664,N/A,1.071,-0.07019,N/A
1152,NETW.L,2121406592,4424.4443,0.882,0.10616,-0.299
1153,TEAM,42303954944,N/A,0.737,-0.35617,N/A
1154,DGII,990493440,59.130436,1.071,0.031070001,0.444
1155,EVTC,2057558144,30.628572,1.154,0.13288,0.14
1156,HHFA.DE,1275720960,49.88235,1.029,0.05612,1.714
1157,AFL,61266841600,11.51579,0.949,0.23538,0.144
1158,SBGI,870009728,N/A,1.527,-0.74454004,N/A
1159,PECO,5116357632,76.67347,0.329,0.025309999,0.013
1160,PUM.DE,5875145216,22.626436,1.078,0.123050004,-0.243
1161,8129.T,305112252416,16.694147,-0.107,0.08523,0.205
1162,NCNO,3454088448,N/A,0.586,-0.0276,N/A
1163,SBH,1199896576,8.532846,1.531,0.27772,-0.217
1164,NWG.L,27794190336,710.21277,1.281,0.12283,0.311
1165,NEXN.L,380377184,N/A,1.508,-0.00364,N/A
1166,EVT.DE,1059103616,N/A,1.047,-0.15618,N/A
1167,FI,99278020608,29.989565,0.933,0.11798,0.391
1168,JILL,384652192,9.042553,0.61,0.75394994,-0.491
1169,9404.T,587785633792,15.974398,0.22,0.041840002,0.301
1170,UNFI,864100544,N/A,0.62,-0.07948,N/A
1171,CBL,801459392,27.684782,1.504,0.09348,N/A
1172,AHH,1055645952,N/A,1.068,0.01001,-0.967
1173,SFM,10023012352,31.477985,0.554,0.27704,0.446
1174,HR,6596717056,N/A,0.76,-0.08619001,N/A
1175,KMI,46875000832,19.376146,0.921,0.08012,-0.009
1176,KWS.L,1952740864,11552.381,1.11,0.03452,-0.709
1177,8766.T,10282973790208,13.531903,0.283,0.16084999,0.562
1178,7740.T,183009247232,13.659437,0.854,0.18799,0.597
1179,2168.T,86481076224,0.9020129,1.485,0.87888,44.095
1180,6723.T,3863130144768,13.440756,1.115,0.12882,-0.345
1181,TWO,1423779968,23.689655,1.875,0.06026,-0.763
1182,3191.T,131583057920,14.595188,-0.219,0.01203,N/A
1183,9076.T,408951521280,33.303658,0.538,0.029979998,-0.227
1184,MPW,2994997760,N/A,1.317,-0.24011,N/A
1185,AEIS,3497891584,37.7439,1.492,0.081149995,-0.453
1186,AMKR,7066436608,18.868422,1.853,0.09674,0.038
1187,ZIG.L,869337344,722.22217,1.651,0.12269,-0.121
1188,6923.T,448008355840,15.151351,0.85,0.0626,1.546
1189,KREF,836851712,57.476192,1.023,0.02471,N/A
1190,AER,17808259072,6.011199,1.833,0.19565001,0.075
1191,PFE,166657638400,N/A,0.617,-0.02737,-0.982
1192,4301.T,23491829760,59.78031,0.487,0.041389998,N/A
1193,NVMI,5693365248,40.835415,1.457,0.20434,0.5
1194,LADR,1522884096,15.075949,1.99,0.064559996,0.139
1195,3046.T,122068721664,45.660904,0.299,0.12117,0.173
1196,9024.T,1015525998592,30.395601,0.58,0.08194,0.705
1197,2170.T,61331902464,19.380888,1.204,0.26531,0.433
1198,3612.T,64865374208,9.499601,0.526,N/A,N/A
1199,YOU.L,553466112,2370.0,1.059,0.14241,-0.743
1200,KTN.DE,N/A,N/A,N/A,N/A,N/A
1201,LIO.L,370663520,N/A,1.329,-0.0178,-0.78
1202,ICFI,3034882560,31.055662,0.612,0.108830005,0.271
1203,INFN,1479969920,N/A,1.715,-0.71107,N/A
1204,7294.T,26006077440,N/A,0.468,-0.121700004,N/A
1205,HURN,1878206464,25.135715,0.613,0.15175,0.598
1206,SLP,676060224,70.395836,0.696,0.05508,-0.25
1207,4716.T,1698296889344,30.580935,0.255,0.31988,0.001
1208,7599.T,106531823616,8.539923,0.402,0.18642999,0.553
1209,UCTT,1472500608,N/A,2.082,-0.00022,N/A
1210,CHPT,551680000,N/A,1.7,-1.55555,N/A
1211,CFLT,6438324224,N/A,0.882,-0.45208,N/A
1212,ONEW,352446784,N/A,2.574,-0.23132999,-0.492
1213,VMUK.L,2810746880,942.6087,1.889,0.0535,0.459
1214,7735.T,941989560320,11.890649,1.457,0.23287001,0.932
1215,VYX,1796797824,N/A,1.714,-0.57185,N/A
1216,B4B.DE,1672095360,N/A,0.702,-0.099709995,-0.917
1217,XYL,31408492544,39.910492,1.037,0.07553,0.787
1218,RBLX,28229902336,N/A,1.602,-7.8639503,N/A
1219,AYI,7645509632,20.18765,1.405,0.18303,0.104
1220,ENT.L,4303774208,N/A,1.189,-0.14588,N/A
1221,4689.T,2978897199104,23.469267,0.736,0.04677,0.381
1222,8050.T,158810800128,14.328337,0.521,N/A,0.466
1223,SY1.DE,16877468672,42.97153,0.487,0.107329994,0.276
1224,WST,21909739520,42.90199,1.01,0.1972,-0.267
1225,RARE,5142818304,N/A,0.567,-2.08433,N/A
1226,RENT,38185360,N/A,1.087,N/A,N/A
1227,UE,2674868736,8.340081,1.566,0.26989,1.96
1228,BFH,2678097920,5.51227,1.975,0.16492,1.784
1229,2331.T,510265589760,19.728601,0.212,0.07798,-0.162
1230,KAR,1771575808,203.875,1.451,0.02855,N/A
1231,8282.T,265446555648,35.63467,N/A,0.02859,0.166
1232,5110.T,393621405696,5.82409,0.405,0.109110005,2.314
1233,6268.T,282172391424,29.761599,0.738,0.03946,-0.432
1234,ETN,115202179072,31.834984,1.007,0.19622,0.333
1235,AMC,1810388736,N/A,1.98,N/A,N/A
1236,BT.A.L,N/A,N/A,N/A,N/A,N/A
1237,FWRD,889166720,N/A,1.02,-2.04946,N/A
1238,2395.T,47377100800,11.066809,-0.032,0.14147,-0.911
1239,WBD,17898942464,N/A,1.485,-0.28667,N/A
1240,SHL.DE,56040353792,30.180723,0.703,0.10568,0.05
1241,CRL,9714832384,22.50718,1.365,0.12603,-0.079
1242,AUTO.L,7691057152,3070.714,0.783,0.47592,0.22
1243,ADI,108513509376,66.03021,1.073,0.04658,-0.546
1244,NSA,6007127552,26.44633,0.998,0.13257,-0.423
1245,8114.T,327823622144,28.37714,0.341,0.106309995,-0.142
1246,ES,24323620864,N/A,0.618,-0.00548,22.736
1247,LGF.A,N/A,N/A,N/A,N/A,N/A
1248,EEX,1321447040,N/A,1.371,0.0023999999,N/A
1249,WTB.L,5445408768,1906.25,1.111,0.08180001,-0.555
1250,KSS,2210299136,7.792157,1.957,0.07508,0.135
1251,4812.T,372878016512,25.771341,0.38,0.17479,-0.133
1252,KNX,8310097920,125.21951,0.929,0.0093,-0.678
1253,TRTX,706505728,N/A,2.235,-0.011410001,N/A
1254,EVOK.L,283184672,N/A,0.87,-3.79342,N/A
1255,LAMR,12556547072,24.896553,1.539,0.42707002,0.047
1256,4816.T,629789163520,29.987343,0.289,0.17027001,0.7
1257,CPRX,2332219136,35.089283,0.76,0.13852,N/A
1258,4151.T,1714342723584,17.953241,0.236,0.11743,1.635
1259,ONT.L,1355978240,N/A,0.789,-0.2608,N/A
1260,BELFB,850033408,12.949393,1.27,0.20021999,-0.314
1261,7354.T,11680049152,N/A,0.774,-0.024,-0.146
1262,TWKS,1419133312,N/A,1.142,-0.15187,N/A
1263,9434.T,9458718605312,19.267683,0.155,0.16289,0.101
1264,MOD,5158022656,32.160133,2.223,0.23029,0.035
1265,BEZ.L,4858411008,523.1292,0.684,0.35988,1.014
1266,WHR,5330795008,10.032024,1.418,0.19740999,1.562
1267,DRVN,2293866240,N/A,1.134,-0.57837003,-0.168
1268,8591.T,3922344280064,10.729614,0.904,0.091230005,0.399
1269,PRSR.L,519591456,946.0,N/A,N/A,N/A
1270,7844.T,36041052160,N/A,0.493,-0.03435,-0.675
1271,DDS,5601296896,8.542068,0.87,0.36101002,-0.425
1272,RMR,411764576,16.197369,1.309,0.13623999,-0.804
1273,4549.T,80370925568,36.054634,N/A,0.049489997,-0.324
1274,7575.T,82318327808,11.688183,0.133,0.14034,0.064
1275,MNDY,12188981248,298.13416,1.309,0.05053,N/A
1276,KCO.DE,485283712,N/A,1.892,-0.03582,N/A
1277,EVRI,1111339904,27.135416,2.152,0.17329,-0.626
1278,3635.T,503287873536,14.624633,0.306,0.22905001,0.296
1279,HSTM,858420672,47.847458,0.361,0.05175,0.055
1280,DNB,5182149632,N/A,1.167,-0.00875,N/A
1281,AXP,178382045184,18.725374,1.212,0.34977,0.436
1282,ORC,583549760,N/A,1.85,-0.07305,N/A
1283,ARRY,913075264,60.100002,1.623,0.11808,-0.768
1284,GTY.DE,141940640,N/A,0.337,0.0025600002,N/A
1285,4503.T,3248595927040,151.5025,0.294,0.01322,0.137
1286,FOR,1520621056,7.8177085,1.761,0.13825,-0.183
1287,GEF,2892853760,12.897827,0.928,0.13734001,-0.037
1288,EHTH,112034576,N/A,0.517,-0.0341,N/A
1289,7747.T,751317483520,47.61577,0.621,0.111049995,0.577
1290,TPIC,165724992,N/A,1.903,N/A,N/A
1291,NTST,1312734080,210.87502,0.945,0.00392,N/A
1292,3086.T,378012991488,11.111111,0.352,0.09109,0.768
1293,PKG,18369208320,25.662485,0.786,0.18013,-0.013
1294,OC,13611771904,13.233306,1.403,0.19860001,-0.143
1295,9987.T,407068606464,13.71759,N/A,0.07334,0.582
1296,ARR,999207104,N/A,1.502,-0.09276,N/A
1297,IMAX,1111476224,54.102566,1.252,0.0847,-0.546
1298,3659.T,2263741104128,33.00472,0.228,0.06879,0.66
1299,8601.T,1444274634752,12.180407,0.586,N/A,0.033
1300,DTE.DE,130589196288,26.23,0.621,0.10299,0.364
1301,IHS,1005883456,N/A,1.129,-10.4403105,N/A
1302,8963.T,390079250432,16.30288,0.774,0.08754,0.31
1303,5938.T,494552514560,N/A,0.825,-0.023459999,N/A
1304,NBPE.L,744852288,3559.0908,N/A,N/A,N/A
1305,TAL,4628807680,95.75,0.013,0.01438,N/A
1306,7803.T,23985176576,31.433823,0.403,0.03906,0.009
1307,PAGS,2925862656,8.817308,1.948,0.14044,0.321
1308,BIRD,82732424,N/A,1.804,-0.66116995,N/A
1309,FLGT,641987072,N/A,1.504,-0.14275,N/A
1310,WRBY,1666932608,N/A,1.813,-0.14538,N/A
1311,PGNY,2125101824,37.36508,1.443,0.13558,0.133
1312,PFC.L,79877784,N/A,0.97,N/A,N/A
1313,SRP.L,1800520448,1326.9231,0.385,0.14084,-0.407
1314,UTI,891123392,33.795918,1.357,0.12998,N/A
1315,BEPC,4921612288,6.6053267,0.972,0.06511,N/A
1316,3481.T,187799912448,26.003723,0.241,N/A,N/A
1317,ATG.L,462912192,4750.0,1.29,0.02138,-0.535
1318,DV,3058992128,52.941177,0.926,0.059899997,-0.429
1319,WINA,1217294976,31.578997,0.774,N/A,N/A
1320,7451.T,220661989376,9.833146,0.065,0.11452,-0.032
1321,GTY,1715509760,26.605042,0.943,0.072859995,0.143
1322,HEN3.DE,32033882112,19.084906,0.581,0.09002,0.828
1323,TYL,25133793280,122.19709,0.778,0.07044,0.365
1324,PRG,1938770816,18.69796,2.09,0.18601,-0.025
1325,ADV,1086623744,N/A,1.556,-0.16049999,N/A
1326,BLK,130047500288,21.779707,1.317,0.15204,0.103
1327,NTCT,1389270656,N/A,0.576,-0.33894002,N/A
1328,7459.T,553694920704,14.2450905,0.114,0.06865,-0.179
1329,FAN.L,1050578112,2528.5715,1.359,0.18872999,0.294
1330,PDCO,1805197312,11.314918,1.008,0.16284001,-0.531
1331,9613.T,3266706407424,25.57629,0.737,0.0497,-0.232
1332,TYMN.L,775928768,1990.0,1.384,0.07159,0.078
1333,PAYC,9408576512,19.76116,1.176,0.33328,0.081
1334,GDDY,21550540800,12.717969,1.125,N/A,0.87
1335,RMBS,4173676544,18.545454,1.189,0.23368,-0.781
1336,PACB,452398112,N/A,2.034,-0.70571,N/A
1337,CRDA.L,5546302464,3424.138,0.744,0.070250005,-0.092
1338,MGRC,2523995648,21.78178,0.749,0.12628001,-0.327
1339,DNOW,1262734208,5.757282,1.438,0.23076999,-0.318
1340,MSA,6719524864,24.746376,0.989,0.29177,0.076
1341,RC,1335187200,N/A,1.476,-0.01518,N/A
1342,TTG.L,260610416,N/A,0.948,-0.04585,-0.507
1343,MNG.L,4960753664,2977.1428,1.468,0.045760002,N/A
1344,3402.T,1230474838016,35.20997,0.744,0.02394,0.926
1345,ELAN,7306123264,N/A,1.405,-0.18785,N/A
1346,N91.L,1424044416,890.55554,0.657,0.45686,0.08
1347,WTRG,10662338560,19.09804,0.839,0.09453,-0.19
1348,UPWK,1239545728,17.38889,1.537,0.22267,N/A
1349,5101.T,503773855744,5.847986,0.542,0.106920004,0.49
1350,CPG.L,42206732288,3313.3333,0.81,0.26608,0.162
1351,KBR,8183905280,42.130135,0.907,0.13420999,N/A
1352,ADUS,2296023040,30.202381,1.04,0.08677,0.209
1353,PRPL,108785080,N/A,2.079,-0.85856,N/A
1354,PWSC,3788409088,N/A,1.052,-0.03932,N/A
1355,8308.T,2448335044608,13.811759,0.506,0.06691,0.588
1356,RSG,64478162944,34.44631,0.707,0.17778999,0.201
1357,PTC,20158652416,68.4898,1.177,0.10524999,0.118
1358,ALGN,16536444928,37.64966,1.643,0.12088,-0.123
1359,CRH,57426845696,17.5625,1.384,0.15487,0.16
1360,RAT.L,1926054016,2914.7542,0.655,0.06376,0.305
1361,PRU,41037148160,14.680715,1.286,0.09594,1.377
1362,8958.T,102896697344,15.313935,0.543,0.06469,N/A
1363,2972.T,37087662080,17.103996,0.355,0.041079998,N/A
1364,CNK,3500182528,27.76699,2.379,0.46205002,-0.596
1365,2979.T,81698250752,22.737764,0.256,0.045149997,N/A
1366,LNC,4959540224,3.060924,1.8,0.25189,0.736
1367,6965.T,528709779456,17.007145,N/A,0.09636,-0.583
