,Unnamed: 0,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth
378,536,Befesa SA,13.1,Low ESG Risk,Commercial Services,ETR,BFSA.DE,991356672,991356672,17.125,1.606,0.07259,1.0
379,817,"Yonex Co., Ltd.",13.1,Low ESG Risk,Consumer Durables,TKS,7906.T,162316779520,162316779520,17.537626,0.308,0.15544,0.162
380,4079,Deutsche Post AG,13.1,Low ESG Risk,Transportation,ETR,DHL.DE,45582422016,45582422016,14.233577,1.071,0.15597,-0.213
381,734,DFS Furniture Plc,13.1,Low ESG Risk,Consumer Durables,LON,DFS.L,283314240,283314240,15.125001,1.584,0.07722,-0.903
382,2250,Daiwa House REIT Investment Corp.,13.1,Low ESG Risk,Real Estate,TKS,8984.T,544271990784,544271990784,25.198303,0.241,0.04172,
383,863,"Frontdoor, Inc.",13.1,Low ESG Risk,Consumer Services,NAS,FTDR,3622454784,3622454784,18.257694,1.039,1.1942,0.388
384,2649,Supermarket Income REIT Plc,13.1,Low ESG Risk,Real Estate,LON,SUPR.L,943403648,943403648,inf,,,
385,3054,Infineon Technologies AG,13.1,Low ESG Risk,Semiconductors,ETR,IFX.DE,37927149568,37927149568,18.046297,1.701,0.12718001,-0.523
386,1782,"John Wiley & Sons, Inc.",13.1,Low ESG Risk,Media,NYS,WLY,2325231360,2325231360,,0.859,-0.13265,
387,2129,alstria office REIT-AG,13.1,Low ESG Risk,Real Estate,ETR,AOX.DE,651751296,651751296,,1.033,-0.2892,0.16
388,2407,JBG SMITH Properties,13.1,Low ESG Risk,Real Estate,NYS,JBGS,1495751040,1495751040,,1.081,-0.06501,
389,2836,"Group 1 Automotive, Inc.",13.1,Low ESG Risk,Retailing,NYS,GPI,4750696448,4750696448,8.748457,1.327,0.20731,-0.155
390,3568,"Climb Global Solutions, Inc.",13.1,Low ESG Risk,Technology Hardware,NAS,CLMB,404890784,404890784,29.10265,1.048,0.18771,1.431
391,3159,Booz Allen Hamilton Holding Corp.,13.1,Low ESG Risk,Software & Services,NYS,BAH,19631865856,19631865856,32.750004,0.593,0.58025,0.04
392,739,"Ethan Allen Interiors, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,ETD,729397376,729397376,11.522088,1.257,0.1338,-0.273
393,2126,"Alexandria Real Estate Equities, Inc.",13.1,Low ESG Risk,Real Estate,NYS,ARE,20684998656,20684998656,145.98766,1.173,0.01491,-0.511
394,762,"LiveWire Group, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,LVWR,1130070016,1130070016,,0.962,-0.471,
395,1855,The E.W. Scripps Co.,13.2,Low ESG Risk,Media,NAS,SSP,149844976,149844976,,1.74,-0.19748,
396,1525,Taylor Wimpey Plc,13.2,Low ESG Risk,Homebuilders,LON,TW.L,5635552256,5635552256,22.742857,1.812,0.0551,-0.586
397,3087,Semtech Corp.,13.2,Low ESG Risk,Semiconductors,NAS,SMTC,3195655424,3195655424,,1.539,-7.74954,
398,3523,"Agilysys, Inc.",13.2,Low ESG Risk,Technology Hardware,NAS,AGYS,2821638144,2821638144,27.878786,0.836,0.49271,11.5
399,2966,Superdry Plc,13.2,Low ESG Risk,Retailing,LON,SDRY.L,3270419,3270419,,2.159,-5.94196,
400,994,Sealed Air Corp.,13.2,Low ESG Risk,Containers & Packaging,NYS,SEE,4852367360,4852367360,13.324,1.348,0.68461,-0.018
401,2625,SL Green Realty Corp.,13.2,Low ESG Risk,Real Estate,NYS,SLG,4082379008,4082379008,,1.815,-0.03366,
402,3075,NVIDIA Corp.,13.2,Low ESG Risk,Semiconductors,NAS,NVDA,2611709214720,2611709214720,49.985912,1.673,1.23767,1.68
403,799,"Tomy Co., Ltd.",13.2,Low ESG Risk,Consumer Durables,TKS,7867.T,319939641344,319939641344,30.395576,0.551,0.109060004,0.413
404,1679,"Watts Water Technologies, Inc.",13.2,Low ESG Risk,Machinery,NYS,WTS,6368058880,6368058880,23.17233,0.889,0.18202999,0.08
405,3122,"Akamai Technologies, Inc.",13.3,Low ESG Risk,Software & Services,NAS,AKAM,14405576704,14405576704,23.590569,0.676,0.13906,0.024
406,3316,NCC Group Plc,13.3,Low ESG Risk,Software & Services,LON,NCC.L,477064160,477064160,,0.768,-0.097040005,
407,2653,"Tanger, Inc.",13.3,Low ESG Risk,Real Estate,NYS,SKT,3363729152,3363729152,34.17778,1.835,0.18969999,-0.041
408,2229,"Comforia Residential REIT, Inc.",13.3,Low ESG Risk,Real Estate,TKS,3282.T,253220978688,253220978688,29.11463,0.21,0.05599,-0.008
409,3266,International Business Machines Corp.,13.3,Low ESG Risk,Software & Services,NYS,IBM,187481260032,187481260032,22.489502,0.693,0.36244,0.141
410,591,"INABA SEISAKUSHO Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,3421.T,27827818496,27827818496,11.723145,0.129,0.05627,0.218
411,593,"insource Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,6200.T,89856180224,89856180224,27.933842,1.185,0.39619,0.161
412,3216,"Electronic Arts, Inc.",13.3,Low ESG Risk,Software & Services,NAS,EA,38124060672,38124060672,33.95294,0.791,0.15624,-0.293
413,2990,Tractor Supply Co.,13.3,Low ESG Risk,Retailing,NAS,TSCO,29425586176,29425586176,26.331083,0.799,0.51282,0.026
414,2151,Ares Commercial Real Estate Corp.,13.3,Low ESG Risk,Real Estate,NYS,ACRE,382176096,382176096,,1.496,-0.07645,
415,2785,CECONOMY AG,13.3,Low ESG Risk,Retailing,ETR,CEC.DE,1241195392,1241195392,9.135715,2.215,0.27309,
416,3351,"Palo Alto Networks, Inc.",13.4,Low ESG Risk,Software & Services,NAS,PANW,112022675456,112022675456,47.194786,1.132,0.74517995,0.591
417,3877,adidas AG,13.4,Low ESG Risk,Textiles & Apparel,ETR,ADS.DE,38209482752,38209482752,198.14815,1.147,0.048109997,1.255
418,1551,Aviva Plc,13.4,Low ESG Risk,Insurance,LON,AV.L,13133227008,13133227008,10.75,0.895,0.14025,0.674
419,1435,McKesson Corp.,13.4,Low ESG Risk,Healthcare,NYS,MCK,66060058624,66060058624,22.752123,0.441,,-0.003
420,643,Rentokil Initial Plc,13.4,Low ESG Risk,Commercial Services,LON,RTO.L,11856979968,11856979968,29.506252,0.552,0.09661,0.06
421,809,Videndum Plc,13.4,Low ESG Risk,Consumer Durables,LON,VID.L,293870624,293870624,,1.003,-0.052470002,
422,85,"PIOLAX, Inc.",13.4,Low ESG Risk,Auto Components,TKS,5988.T,78536507392,78536507392,21.009016,0.392,0.03852,-0.783
423,4010,Air Lease Corp.,13.4,Low ESG Risk,Traders & Distributors,NYS,AL,4695654400,4695654400,9.047211,1.603,0.07971,-0.263
424,3082,"QUALCOMM, Inc.",13.4,Low ESG Risk,Semiconductors,NAS,QCOM,179097780224,179097780224,20.558825,1.284,0.38924,0.174
425,2166,Balanced Commercial Property Trust Ltd.,13.4,Low ESG Risk,Real Estate,LON,BCPT.L,666472512,666472512,,,,
426,3249,"Guidewire Software, Inc.",13.4,Low ESG Risk,Software & Services,NYS,GWRE,13894046720,13894046720,,1.182,-0.0047999998,0.334
427,3949,Levi Strauss & Co.,13.4,Low ESG Risk,Textiles & Apparel,NYS,LEVI,7484981760,7484981760,52.305553,1.136,0.07391,
428,2669,Tosei REIT Investment Corp.,13.4,Low ESG Risk,Real Estate,TKS,3451.T,51009650688,51009650688,18.15614,0.503,,0.063
429,1136,"Nasdaq, Inc.",13.4,Low ESG Risk,Diversified Financials,NAS,NDAQ,41180119040,41180119040,41.65698,0.962,0.11017,-0.296
430,3768,"Shinko Shoji Co., Ltd.",13.5,Low ESG Risk,Technology Hardware,TKS,8141.T,30192490496,30192490496,12.408163,0.047,0.045029998,-0.704
431,1972,QIAGEN NV,13.5,Low ESG Risk,Pharmaceuticals,NYS,QGEN,10198776832,10198776832,131.11429,0.388,0.020680001,
432,3408,Team17 Group PLC,13.5,Low ESG Risk,Software & Services,LON,TM17.L,323894240,323894240,,0.312,-0.015,
433,2252,Daiwa Securities Living Investment Corp.,13.5,Low ESG Risk,Real Estate,TKS,8986.T,242133139456,242133139456,20.668966,0.16,,0.135
434,2257,Deutsche Wohnen SE,13.5,Low ESG Risk,Real Estate,ETR,DWNI.DE,9268432896,9268432896,,0.761,-0.08315,
435,741,Games Workshop Group Plc,13.5,Low ESG Risk,Consumer Durables,LON,GAW.L,3354513664,3354513664,22.227076,1.245,0.62117,0.168
436,2424,Kilroy Realty Corp.,13.5,Low ESG Risk,Real Estate,NYS,KRC,4094233600,4094233600,20.559525,1.053,0.03929,-0.128
437,3890,Birkenstock Holding Plc,13.5,Low ESG Risk,Textiles & Apparel,NYS,BIRK,8373416960,8373416960,68.58462,,0.04422,0.151
438,2783,"Carter's, Inc.",13.5,Low ESG Risk,Retailing,NYS,CRI,2507261952,2507261952,10.75814,1.234,0.30037,0.194
439,355,Paragon Banking Group Plc,13.5,Low ESG Risk,Banks,LON,PAG.L,1520557568,1520557568,11.219697,1.52,0.14433,1.35
440,3598,Elematec Corp.,13.5,Low ESG Risk,Technology Hardware,TKS,2715.T,71614906368,71614906368,12.672996,0.588,0.08322,-0.064
441,3987,"Tapestry, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NYS,TPR,9505824768,9505824768,11.797143,1.552,0.31538,-0.284
442,3915,"Fossil Group, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NAS,FOSL,54196984,54196984,,2.204,-0.5815,
443,1270,Coca-Cola Europacific Partners plc,13.6,Low ESG Risk,Food Products,NAS,CCEP,37818986496,37818986496,21.015463,0.755,0.19393,-0.07
444,642,Renewi Plc,13.6,Low ESG Risk,Commercial Services,LON,RWI.L,504541952,504541952,14.0222225,1.235,0.1367,
445,1436,Medios AG,13.6,Low ESG Risk,Healthcare,ETR,ILM1.DE,410641792,410641792,24.02985,1.076,0.0332,-0.481
446,3039,"Axcelis Technologies, Inc.",13.6,Low ESG Risk,Semiconductors,NAS,ACLS,3182172928,3182172928,13.438016,1.58,0.28523,-0.167
447,3571,"CommScope Holding Co., Inc.",13.6,Low ESG Risk,Technology Hardware,NAS,COMM,974527488,974527488,,2.08,,
448,751,"JAKKS Pacific, Inc.",13.6,Low ESG Risk,Consumer Durables,NAS,JAKK,260762528,260762528,8.825278,2.346,0.16068001,-0.19
449,585,"HireQuest, Inc.",13.6,Low ESG Risk,Commercial Services,NAS,HQI,196560000,196560000,33.428574,1.0,0.09151,0.007
450,4068,"Avis Budget Group, Inc.",13.6,Low ESG Risk,Transportation,NAS,CAR,2485431296,2485431296,3.42457,2.129,,-0.964
451,1410,Fresenius SE & Co. KGaA,13.6,Low ESG Risk,Healthcare,ETR,FRE.DE,18941661184,18941661184,57.000004,1.07,0.0083099995,
452,746,"Hayward Holdings, Inc.",13.7,Low ESG Risk,Consumer Durables,NYS,HAYW,3029002240,3029002240,34.341465,1.21,0.0687,0.308
453,2318,Fukuoka REIT Corp.,13.7,Low ESG Risk,Real Estate,TKS,8968.T,113668800512,113668800512,19.329218,0.679,0.05906,0.063
454,748,Hooker Furnishings Corp.,13.7,Low ESG Risk,Consumer Durables,NAS,HOFT,169602624,169602624,113.07143,1.191,0.00721,
455,2384,Industrial & Infrastructure Fund Investment Corp.,13.7,Low ESG Risk,Real Estate,TKS,3249.T,304853647360,304853647360,17.323978,0.43,0.07618,0.194
456,3671,KEYENCE Corp.,13.7,Low ESG Risk,Technology Hardware,TKS,6861.T,15611333705728,15611333705728,41.322422,0.703,0.13956,0.099
457,1632,CNH Industrial NV,13.7,Low ESG Risk,Machinery,NYS,CNH,13189766144,13189766144,6.831169,1.601,0.26511,-0.346
458,1106,IP Group Plc,13.7,Low ESG Risk,Diversified Financials,LON,IPO.L,440636544,440636544,,1.36,-0.13590999,
459,2798,Currys Plc,13.7,Low ESG Risk,Retailing,LON,CURY.L,877888000,877888000,38.725,1.314,0.01362,
460,3532,"Arista Networks, Inc.",13.7,Low ESG Risk,Technology Hardware,NYS,ANET,102027460608,102027460608,42.17792,1.073,0.34463,0.342
461,3774,"Star Micronics Co., Ltd.",13.7,Low ESG Risk,Technology Hardware,TKS,7718.T,64361185280,64361185280,19.94138,0.604,0.04397,
462,4022,Brenntag SE,13.7,Low ESG Risk,Traders & Distributors,ETR,BNR.DE,9379249152,9379249152,15.805352,0.896,0.13941,-0.16
463,3184,Computacenter Plc,13.8,Low ESG Risk,Software & Services,LON,CCC.L,2660977408,2660977408,13.930635,0.712,0.21895,0.055
464,869,"Grand Canyon Education, Inc.",13.8,Low ESG Risk,Consumer Services,NAS,LOPE,4022702592,4022702592,18.554348,0.695,0.31231,0.24
465,2634,"STAG Industrial, Inc.",13.8,Low ESG Risk,Real Estate,NYS,STAG,7353530368,7353530368,38.019234,1.091,0.05608,0.143
466,108,"Toyoda Gosei Co., Ltd.",13.8,Low ESG Risk,Auto Components,TKS,7282.T,311409147904,311409147904,6.0716763,0.603,0.10637999,0.039
467,3241,Genpact Ltd.,13.8,Low ESG Risk,Software & Services,NYS,G,6906179072,6906179072,10.949152,1.14,0.30339,0.063
468,2665,"TOKYU REIT, Inc.",13.8,Low ESG Risk,Real Estate,TKS,8957.T,143218393088,143218393088,16.520073,0.464,0.07047,
469,2405,Japan Prime Realty Investment Corp.,13.8,Low ESG Risk,Real Estate,TKS,8955.T,339539099648,339539099648,22.831049,0.516,0.054369997,-0.07
470,2694,Vornado Realty Trust,13.8,Low ESG Risk,Real Estate,NYS,VNO,6925660672,6925660672,370.5555,1.626,-0.00112,-0.25
471,779,Roland Corp.,13.9,Low ESG Risk,Consumer Durables,TKS,7944.T,104763940864,104763940864,12.164591,0.228,0.20761,0.51
472,1975,"Recursion Pharmaceuticals, Inc.",13.9,Low ESG Risk,Pharmaceuticals,NAS,RXRX,1727296640,1727296640,,0.81,-0.71182996,
473,3729,"PC Connection, Inc.",13.9,Low ESG Risk,Technology Hardware,NAS,CNXN,1833950720,1833950720,20.820896,0.624,0.10628,0.32
474,1129,"MarketAxess Holdings, Inc.",13.9,Low ESG Risk,Diversified Financials,NAS,MKTX,9732464640,9732464640,37.146973,1.077,0.21017,0.082
475,2248,Custodian Property Income REIT Plc,13.9,Low ESG Risk,Real Estate,LON,CREI.L,361496992,361496992,,,,
476,2696,"W.P. Carey, Inc.",13.9,Low ESG Risk,Real Estate,NYS,WPC,13487541248,13487541248,23.703848,0.957,0.06387,-0.031
477,3024,"Advanced Micro Devices, Inc.",13.9,Low ESG Risk,Semiconductors,NAS,AMD,223593005056,223593005056,162.5294,1.693,0.024249999,8.553
478,2280,"Equity LifeStyle Properties, Inc.",13.9,Low ESG Risk,Real Estate,NYS,ELS,14515226624,14515226624,38.645832,0.8,0.24858999,0.243
479,2114,Acadia Realty Trust,13.9,Low ESG Risk,Real Estate,NYS,AKR,2504045824,2504045824,2234.0,1.488,-0.0141900005,-0.889
480,3129,Amdocs Ltd.,13.9,Low ESG Risk,Software & Services,NAS,DOX,9820999680,9820999680,19.632185,0.747,0.14219,-0.083
481,1852,"TEGNA, Inc.",13.9,Low ESG Risk,Media,NYS,TGNA,2324319744,2324319744,5.711382,0.498,0.15447,-0.477
482,3402,"Synopsys, Inc.",13.9,Low ESG Risk,Software & Services,NAS,SNPS,71301472256,71301472256,47.851547,1.078,0.21819,0.204
483,2691,"VICI Properties, Inc.",13.9,Low ESG Risk,Real Estate,NYS,VICI,35457175552,35457175552,13.278432,0.959,0.10666,0.035
484,2853,Howden Joinery Group Plc,13.9,Low ESG Risk,Retailing,LON,HWDN.L,5137385472,5137385472,20.315218,1.066,0.27752,
485,3273,Kainos Group Plc,14.0,Low ESG Risk,Software & Services,LON,KNOS.L,1059598080,1059598080,21.589745,0.791,0.34047002,0.344
486,2820,"FAST RETAILING CO., LTD.",14.0,Low ESG Risk,Retailing,TKS,9983.T,13526424879104,13526424879104,36.363636,0.687,0.19893,0.374
487,2766,"Best Buy Co., Inc.",14.0,Low ESG Risk,Retailing,NYS,BBY,21159385088,21159385088,16.941278,1.479,0.4241,0.072
488,613,Marlowe Plc,14.0,Low ESG Risk,Commercial Services,LON,MRL.L,392500064,392500064,,0.438,-0.03111,
489,771,"Mohawk Industries, Inc.",14.0,Low ESG Risk,Consumer Durables,NYS,MHK,9413283840,9413283840,,1.375,-0.04518,0.557
490,2334,"Granite Point Mortgage Trust, Inc.",14.0,Low ESG Risk,Real Estate,NYS,GPMT,131778656,131778656,,1.803,-0.21066,
491,4029,Ferguson Plc,14.0,Low ESG Risk,Traders & Distributors,NYS,FERG,37369716736,37369716736,20.313662,1.209,0.36473998,0.337
492,1849,STV Group Plc,14.0,Low ESG Risk,Media,LON,STVG.L,118426360,118426360,17.333332,0.089,,0.729
493,1351,US Foods Holding Corp.,14.0,Low ESG Risk,Food Retailers,NYS,USFD,13961816064,13961816064,27.185715,1.66,0.10858,0.096
494,3970,Ralph Lauren Corp.,14.0,Low ESG Risk,Textiles & Apparel,NYS,RL,10758254592,10758254592,16.781643,1.502,0.28403,0.332
495,307,Investec Plc,14.0,Low ESG Risk,Banks,LON,INVP.L,3651616768,3651616768,8.323529,1.093,0.12081,0.016
496,4217,Fraport AG Frankfurt Airport Services Worldwide,14.1,Low ESG Risk,Transportation Infrastructure,ETR,FRA.DE,4318369280,4318369280,9.310758,1.756,0.11243,0.309
497,2906,Motorpoint Group Plc,14.1,Low ESG Risk,Retailing,LON,MOTR.L,130117016,130117016,,0.995,-0.24,
498,1713,Bloomsbury Publishing Plc,14.1,Low ESG Risk,Media,LON,BMY.L,561921536,561921536,17.692308,0.662,0.16549,1.072
499,2137,"Americold Realty Trust, Inc.",14.1,Low ESG Risk,Real Estate,NYS,COLD,8383645696,8383645696,,0.612,-0.08038,
500,3120,"Adobe, Inc.",14.1,Low ESG Risk,Software & Services,NAS,ADBE,252684795904,252684795904,51.340538,1.296,0.34223998,0.238
501,1809,Paramount Global,14.1,Low ESG Risk,Media,NAS,PARA,7365381632,7365381632,,1.77,-0.29097998,
502,1859,"Thryv Holdings, Inc.",14.1,Low ESG Risk,Media,NAS,THRY,628041856,628041856,,0.967,-0.92142,-0.651
503,3209,"E2open Parent Holdings, Inc.",14.1,Low ESG Risk,Software & Services,NYS,ETWO,1342749184,1342749184,,0.341,,
504,2866,"Joshin Denki Co., Ltd.",14.1,Low ESG Risk,Retailing,TKS,8173.T,71062806528,71062806528,15.190505,0.175,0.046490002,-0.236
505,2333,Grand City Properties SA,14.1,Low ESG Risk,Real Estate,ETR,GYC.DE,2173409024,2173409024,,0.789,-0.05846,
506,674,"Tetra Tech, Inc.",14.1,Low ESG Risk,Commercial Services,NAS,TTEK,12202711040,12202711040,42.212963,0.945,0.18655,0.42
507,2786,Central Garden & Pet Co.,14.1,Low ESG Risk,Retailing,NAS,CENT,2263961088,2263961088,17.414747,0.694,0.09625,-0.048
508,798,The Lovesac Co.,14.1,Low ESG Risk,Consumer Durables,NAS,LOVE,325471968,325471968,23.516855,2.905,0.07611,
509,2528,"Park Hotels & Resorts, Inc.",14.1,Low ESG Risk,Real Estate,NYS,PK,2941551104,2941551104,9.915493,2.023,0.0813,
510,2134,"American Assets Trust, Inc.",14.2,Low ESG Risk,Real Estate,NYS,AAT,1966390016,1966390016,28.662922,1.319,0.05904,-0.009
511,3721,OMRON Corp.,14.2,Low ESG Risk,Technology Hardware,TKS,6645.T,1161977659392,1161977659392,,0.972,-0.01495,
512,3905,Deckers Outdoor Corp.,14.2,Low ESG Risk,Textiles & Apparel,NYS,DECK,22719363072,22719363072,28.565178,1.054,0.41874,0.876
513,3660,"Iteris, Inc.",14.2,Low ESG Risk,Technology Hardware,NAS,ITI,303874304,303874304,236.66667,0.862,0.020550001,-0.817
514,3633,Hioki E.E. Corp.,14.2,Low ESG Risk,Technology Hardware,TKS,6866.T,110298841088,110298841088,20.242916,0.561,0.14789,-0.22
515,3627,"Hakuto Co., Ltd.",14.2,Low ESG Risk,Technology Hardware,TKS,7433.T,89120055296,89120055296,13.234308,0.441,0.10402001,254.713
516,1511,KB Home,14.2,Low ESG Risk,Homebuilders,NYS,KBH,6019312128,6019312128,10.587302,1.807,0.15656,0.109
517,3303,Microsoft Corp.,14.2,Low ESG Risk,Software & Services,NAS,MSFT,3015732887552,3015732887552,34.353935,0.896,0.37133,0.097
518,2417,"Keihanshin Building Co., Ltd.",14.2,Low ESG Risk,Real Estate,TKS,8818.T,75594072064,75594072064,21.175987,0.293,0.04815,-0.168
519,2184,Camden Property Trust,14.2,Low ESG Risk,Real Estate,NYS,CPT,12936957952,12936957952,33.238354,0.916,0.08158,-0.528
520,2292,"Extra Space Storage, Inc.",14.2,Low ESG Risk,Real Estate,NYS,EXR,38538907648,38538907648,47.743168,0.871,0.08825,-0.414
521,2978,"The Children's Place, Inc.",14.2,Low ESG Risk,Retailing,NAS,PLCE,61761852,61761852,,2.158,-3.5946,
522,4101,"J.B. Hunt Transport Services, Inc.",14.3,Low ESG Risk,Transportation,NAS,JBHT,17515247616,17515247616,29.610344,1.153,0.15131,-0.271
523,3746,"Ricoh Co., Ltd.",14.3,Low ESG Risk,Technology Hardware,TKS,7752.T,892075835392,892075835392,21.141546,0.613,0.040900003,-0.098
524,3711,"NetApp, Inc.",14.3,Low ESG Risk,Technology Hardware,NAS,NTAP,23468132352,23468132352,22.470589,1.219,1.2042199,0.696
525,527,"ABM Industries, Inc.",14.3,Low ESG Risk,Commercial Services,NYS,ABM,3135797504,3135797504,20.636362,1.139,0.08438,-0.952
526,1362,Advanced Medical Solutions Group Plc,14.3,Low ESG Risk,Healthcare,LON,AMS.L,504028000,504028000,33.571426,0.741,0.06609,-0.347
527,554,Concentrix Corp.,14.3,Low ESG Risk,Commercial Services,NAS,CNXC,4656651264,4656651264,16.732393,0.671,0.0767,-0.348
528,4088,FirstGroup Plc,14.3,Low ESG Risk,Transportation,LON,FGP.L,956030336,956030336,,1.587,-0.0053100004,-0.459
529,785,"Shimano, Inc.",14.3,Low ESG Risk,Consumer Durables,TKS,7309.T,2339002908672,2339002908672,43.10345,0.369,0.064380005,-0.33
530,2793,"Chori Co., Ltd.",14.3,Low ESG Risk,Retailing,TKS,8014.T,85998133248,85998133248,7.4323316,0.467,0.14499,0.873
531,1093,Hargreaves Lansdown Plc,14.3,Low ESG Risk,Diversified Financials,LON,HL.L,5248896000,5248896000,17.854837,0.658,0.38458002,-0.054
532,2312,"Franklin BSP Realty Trust, Inc.",14.3,Low ESG Risk,Real Estate,NYS,FBRT,1057230656,1057230656,15.566265,1.32,0.056020003,
533,3003,"VT Holdings Co., Ltd.",14.3,Low ESG Risk,Retailing,TKS,7593.T,58453626880,58453626880,8.505018,0.714,0.09995,0.015
534,747,Helen of Troy Ltd.,14.4,Low ESG Risk,Consumer Durables,NAS,HELE,1255415808,1255415808,8.6661415,0.849,0.099350005,-0.723
535,3229,"Fidelity National Information Services, Inc.",14.4,Low ESG Risk,Software & Services,NYS,FIS,44949184512,44949184512,81.57426,1.086,0.03136,
536,2754,"Asbury Automotive Group, Inc.",14.4,Low ESG Risk,Retailing,NYS,ABG,4459758080,4459758080,11.341971,1.161,0.12501,-0.851
537,1597,Prudential Plc,14.4,Low ESG Risk,Insurance,LON,PRU.L,16728636416,16728636416,25.566666,1.201,0.054819997,-0.873
538,3999,VF Corp.,14.4,Low ESG Risk,Textiles & Apparel,NYS,VFC,6841837056,6841837056,,1.548,-0.57025003,
539,2624,SITE Centers Corp.,14.4,Low ESG Risk,Real Estate,NYS,SITC,2981665024,2981665024,6.661971,1.66,0.21096,110.0
540,1134,"MSCI, Inc.",14.4,Low ESG Risk,Diversified Financials,NYS,MSCI,43885694976,43885694976,37.34716,1.111,,0.091
541,3912,"FIGS, Inc.",14.4,Low ESG Risk,Textiles & Apparel,NYS,FIGS,919226816,919226816,59.777775,1.418,0.050580002,-0.677
542,3061,"Kulicke & Soffa Industries, Inc.",14.4,Low ESG Risk,Semiconductors,NAS,KLIC,2111145216,2111145216,,1.39,-0.05391,2.143
543,2892,"lululemon athletica, Inc.",14.4,Low ESG Risk,Retailing,NAS,LULU,30520520704,30520520704,19.240326,1.253,0.43159,0.175
544,3865,Vodafone Group Plc,14.4,Low ESG Risk,Telecommunication Services,LON,VOD.L,20065722368,20065722368,19.145,0.54,0.025020001,
545,1718,"Cable One, Inc.",14.4,Low ESG Risk,Media,NYS,CABO,1890033664,1890033664,7.9274096,0.839,0.13387,-0.128
546,2404,Japan Metropolitan Fund Investment Corp.,14.4,Low ESG Risk,Real Estate,TKS,8953.T,700642426880,700642426880,21.88184,0.763,0.05128,0.003
547,2623,Sirius Real Estate Ltd.,14.5,Low ESG Risk,Real Estate,LON,SRE.L,1478992384,1478992384,14.042858,1.183,0.08282,6.153
548,3667,"Kaga Electronics Co., Ltd.",14.5,Low ESG Risk,Technology Hardware,TKS,8154.T,138954539008,138954539008,7.4276886,0.633,0.12641,-0.3
549,3130,"ANSYS, Inc.",14.5,Low ESG Risk,Software & Services,NAS,ANSS,27063631872,27063631872,54.62081,1.114,0.094289996,0.85
550,1394,ConvaTec Group Plc,14.5,Low ESG Risk,Healthcare,LON,CTEC.L,4778988544,4778988544,38.933334,0.645,0.0934,0.408
551,1438,"Menicon Co., Ltd.",14.5,Low ESG Risk,Healthcare,TKS,7780.T,99125346304,99125346304,22.77952,0.343,0.05889,0.115
552,4361,"Ormat Technologies, Inc.",14.5,Low ESG Risk,Utilities,NYS,ORA,4353227776,4353227776,33.03211,0.53,0.056649998,-0.08
553,3712,"NETGEAR, Inc.",14.5,Low ESG Risk,Technology Hardware,NAS,NTGR,456278112,456278112,,0.823,-0.28035998,
554,2640,"Sun Communities, Inc.",14.5,Low ESG Risk,Real Estate,NYS,SUI,18150160384,18150160384,269.23077,0.924,0.011419999,
555,2956,Signet Jewelers Ltd.,14.5,Low ESG Risk,Retailing,NYS,SIG,3380711424,3380711424,6.151786,2.099,0.32939,
556,1419,"Henry Schein, Inc.",14.5,Low ESG Risk,Healthcare,NAS,HSIC,8728913920,8728913920,25.420664,0.861,0.07253,-0.245
557,3042,"Cirrus Logic, Inc.",14.5,Low ESG Risk,Semiconductors,NAS,CRUS,7189681664,7189681664,25.020445,0.967,0.17181998,1.714
558,2795,Columbia Sportswear Co.,14.5,Low ESG Risk,Retailing,NAS,COLM,4803606016,4803606016,22.053764,0.917,0.12297,
559,780,Sangetsu Corp.,14.5,Low ESG Risk,Consumer Durables,TKS,8130.T,166895108096,166895108096,12.90015,0.391,0.12882,-0.358
560,3123,Alfa Financial Software Holdings Plc,14.5,Low ESG Risk,Software & Services,LON,ALFA.L,652447232,652447232,31.571428,0.081,0.50922,-0.101
561,732,"Daikoku Denki Co., Ltd.",14.5,Low ESG Risk,Consumer Durables,TKS,6430.T,49743785984,49743785984,5.8754716,0.021,0.22728,0.153
562,3345,Oracle Corp.,14.5,Low ESG Risk,Software & Services,NYS,ORCL,385517256704,385517256704,37.60484,1.0,1.9392301,-0.063
563,1807,"Omnicom Group, Inc.",14.5,Low ESG Risk,Media,NYS,OMC,19349686272,19349686272,13.679115,0.964,0.35424,-0.093
564,3563,Ciena Corp.,14.5,Low ESG Risk,Technology Hardware,NYS,CIEN,7433658368,7433658368,54.75532,0.937,0.047319997,-0.504
565,2474,"Mirarth Holdings, Inc.",14.6,Low ESG Risk,Real Estate,TKS,8897.T,68243116032,68243116032,6.2399406,,0.12827,
566,3946,"Kontoor Brands, Inc.",14.6,Low ESG Risk,Textiles & Apparel,NYS,KTB,4014909952,4014909952,17.044916,1.224,0.69402003,0.438
567,1945,Haleon Plc,14.6,Low ESG Risk,Pharmaceuticals,LON,HLN.L,35809964032,35809964032,32.75,0.188,0.06822,0.032
