,company_name,industry,stock_exchange,stock_ticker_symbol,market_capital_euro,score
730,"eHealth, Inc.",Insurance,NAS,EHTH,124322396.8,0.22260180067184065
731,"TPI Composites, Inc.",Machinery,NAS,TPIC,210057608.96,0.2226217152448319
732,NetSTREIT Corp.,Real Estate,NYS,NTST,1169780618.24,0.2228446396820401
733,Packaging Corporation of America,Containers & Packaging,NYS,PKG,15825568563.2,0.22624888574875054
734,Owens Corning,Building Products,NYS,OC,13797031034.88,0.22577769710110554
735,"ARMOUR Residential REIT, Inc.",Real Estate,NYS,ARR,1037339361.28,0.22281387623010088
736,IMAX Corp.,Media,NYS,IMAX,840482854.4000001,0.22276815040547995
737,IHS Holding Ltd.,Telecommunication Services,NYS,IHS,873319936.0,0.2227757778019938
738,TAL Education Group,Consumer Services,NYS,TAL,5576081551.360001,0.22386813515540868
739,PagSeguro Digital Ltd.,Software & Services,NYS,PAGS,3924676311.04,0.22348454678643
740,"Allbirds, Inc.",Textiles & Apparel,NAS,BIRD,99226872.32,0.222595971484026
741,"Fulgent Genetics, Inc.",Healthcare,NAS,FLGT,641732590.08,0.22272198469892704
742,"Warby Parker, Inc.",Retailing,NYS,WRBY,1807605872.64,0.2246056969423955
743,"Progyny, Inc.",Commercial Services,NAS,PGNY,2591298201.6,0.22478773297746862
744,"Universal Technical Institute, Inc.",Consumer Services,NYS,UTI,898377438.72,0.22439450138392142
745,Brookfield Renewable Corp.,Utilities,NYS,BEPC,4857412055.04,0.22531410584812306
746,"DoubleVerify Holdings, Inc.",Software & Services,NYS,DV,3164207431.6800003,0.22492080831947048
747,Winmark Corp.,Retailing,NAS,WINA,1318973235.2,0.22449219736527834
748,Getty Realty Corp.,Real Estate,NYS,GTY,1511337845.76,0.22453687981233153
749,"Tyler Technologies, Inc.",Software & Services,NYS,TYL,20624260300.8,0.22897642897442805
750,"PROG Holdings, Inc.",Diversified Financials,NYS,PRG,1390222156.8,0.22450874706305135
751,"Advantage Solutions, Inc. (California)",Media,NAS,ADV,1153017835.52,0.2244536492490848
752,"BlackRock, Inc.",Diversified Financials,NYS,BLK,114677582069.76,0.2508231322629497
753,"NetScout Systems, Inc.",Software & Services,NAS,NTCT,1254916623.36,0.22447731829704115
754,"Patterson Cos., Inc.",Healthcare,NAS,PDCO,2129899919.36,0.22468055939571369
755,"Paycom Software, Inc.",Software & Services,NYS,PAYC,8590145454.08,0.2261811450710896
756,"GoDaddy, Inc.",Software & Services,NYS,GDDY,18706873139.2,0.22853105833125614
757,"Rambus, Inc.",Semiconductors,NAS,RMBS,5907864698.88,0.22717100818844235
758,"Pacific Biosciences of California, Inc.",Pharmaceuticals,NAS,PACB,513663408.6400001,0.22591804324419595
759,McGrath RentCorp,Traders & Distributors,NAS,MGRC,2511090923.52,0.22638200565867725
760,"DNOW, Inc.",Traders & Distributors,NYS,DNOW,1416891381.76,0.22612784501578165
761,"MSA Safety, Inc.",Commercial Services,NYS,MSA,7062267863.04,0.22743915292728195
762,Ready Capital Corp.,Real Estate,NYS,RC,1473939036.16,0.22614109604355548
763,"Elanco Animal Health, Inc.",Pharmaceuticals,NYS,ELAN,5933149184.0,0.22717688126802987
764,"Essential Utilities, Inc.",Utilities,NYS,WTRG,10397850951.68,0.2282139420858269
765,"Upwork, Inc.",Software & Services,NAS,UPWK,1429562946.5600002,0.2261307883665446
766,"KBR, Inc.",Software & Services,NYS,KBR,8307656171.52,0.22772843169322698
767,Addus HomeCare Corp.,Healthcare,NAS,ADUS,2031848939.52,0.22627068734231232
768,"Purple Innovation, Inc.",Consumer Durables,NAS,PRPL,133008124.16,0.2258296246439931
769,"PowerSchool Holdings, Inc.",Software & Services,NYS,PWSC,3431909355.52,0.22659589334162292
770,"Republic Services, Inc.",Commercial Services,NYS,RSG,59517863526.4,0.23962353740968406
771,"PTC, Inc.",Software & Services,NAS,PTC,19804268216.32,0.23039886445883379
772,"Align Technology, Inc.",Healthcare,NAS,ALGN,17354960076.8,0.23144284244967936
773,CRH Plc,Construction Materials,NYS,CRH,50790031196.16,0.23920913995450968
774,"Prudential Financial, Inc.",Insurance,NYS,PRU,42060152668.16,0.23718136398276304
775,"Cinemark Holdings, Inc.",Media,NYS,CNK,2338962073.6,0.22795492679941884
776,Lincoln National Corp.,Insurance,NYS,LNC,5127606251.52,0.22860267300111
777,"OUTFRONT Media, Inc.",Real Estate,NYS,OUT,2437263411.2000003,0.2279777602317211
778,Liberty Broadband Corp.,Media,NAS,LBRDK,7646210969.6,0.22918769444365011
779,"CTO Realty Growth, Inc.",Real Estate,NYS,CTO,394558766.08,0.227503280846531
780,"Intercontinental Exchange, Inc.",Diversified Financials,NYS,ICE,78843391180.8,0.24572537372811343
781,"Micron Technology, Inc.",Semiconductors,NAS,MU,121905860444.16,0.2557279230392233
782,"Rollins, Inc.",Commercial Services,NYS,ROL,21994400727.04,0.23252049161085922
783,Otis Worldwide Corp.,Machinery,NYS,OTIS,36799702302.72,0.23595946670006984
784,"Innovative Industrial Properties, Inc.",Real Estate,NYS,IIPR,3132261734.4,0.22813919442529765
785,FinVolution Group,Diversified Financials,NYS,FINV,1280816051.2,0.229322043892928
786,Progress Software Corp.,Software & Services,NAS,PRGS,2243986749.44,0.22954576915924382
787,CVS Health Corp.,Healthcare,NYS,CVS,71144329052.16,0.24554993899029673
788,"Jack Henry & Associates, Inc.",Software & Services,NAS,JKHY,11384122982.4,0.23166883978070107
789,"Ameriprise Financial, Inc.",Diversified Financials,NYS,AMP,38521688883.200005,0.2379723529268273
790,"Pactiv Evergreen, Inc.",Containers & Packaging,NAS,PTVE,2112954726.4,0.2295153330441252
791,"ICU Medical, Inc.",Healthcare,NAS,ICUI,2867770890.24,0.22969066172426794
792,"Entegris, Inc.",Semiconductors,NAS,ENTG,18563156951.04,0.23333638561599188
793,"American Water Works Co., Inc.",Utilities,NYS,AWK,25546673520.64,0.23495851667459822
794,Bowlero Corp.,Media,NYS,BOWL,1854580689.92,0.2294553179292279
795,"NIKE, Inc.",Textiles & Apparel,NYS,NKE,101465822003.2,0.25259301463406403
796,"Quantum-Si, Inc.",Pharmaceuticals,NAS,QSI,151346035.20000002,0.22905969062513543
797,"Mitek Systems, Inc.",Software & Services,NAS,MITK,520872970.24,0.23075842755840806
798,"National Health Investors, Inc.",Real Estate,NYS,NHI,2927595796.48,0.231317461077838
799,"Dollar Tree, Inc.",Retailing,NAS,DLTR,20830824529.92,0.23547602261176012
800,"PROS Holdings, Inc.",Software & Services,NYS,PRO,1082830991.36,0.23088895915385954
801,"United Parcel Service, Inc.",Transportation,NYS,UPS,116004904960.0,0.25758305569477513
802,Exelon Corp.,Utilities,NAS,EXC,33516606259.2,0.23842267568269923
803,"FTI Consulting, Inc.",Commercial Services,NYS,FCN,7432754483.200001,0.23236391922780372
