,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score
385,Infineon Technologies AG,13.1,Low ESG Risk,Semiconductors,ETR,IFX.DE,37927149568.0,37927149568.0,18.046297,1.701,0.12718001,-0.523,0.5548387096774193,0.0023766718358552066,0.14049218129624624
386,"John Wiley & Sons, Inc.",13.1,Low ESG Risk,Media,NYS,WLY,2325231360.0,2325231360.0,,0.859,-0.13265,,0.5548387096774193,0.00014551621026817006,0.13881881457705597
387,alstria office REIT-AG,13.1,Low ESG Risk,Real Estate,ETR,AOX.DE,651751296.0,651751296.0,,1.033,-0.2892,0.16,0.5548387096774193,4.063999440566787e-05,0.13874015741515908
388,JBG SMITH Properties,13.1,Low ESG Risk,Real Estate,NYS,JBGS,1495751040.0,1495751040.0,,1.081,-0.06501,,0.5548387096774193,9.353306510533805e-05,0.13877982721818383
389,"Group 1 Automotive, Inc.",13.1,Low ESG Risk,Retailing,NYS,GPI,4750696448.0,4750696448.0,8.748457,1.327,0.20731,-0.155,0.5548387096774193,0.00029751897720167015,0.1389328166522561
390,"Climb Global Solutions, Inc.",13.1,Low ESG Risk,Technology Hardware,NAS,CLMB,404890784.0,404890784.0,29.10265,1.048,0.18771,1.431,0.5548387096774193,2.516936114185876e-05,0.13872855444021123
391,Booz Allen Hamilton Holding Corp.,13.1,Low ESG Risk,Software & Services,NYS,BAH,19631865856.0,19631865856.0,32.750004,0.593,0.58025,0.04,0.5548387096774193,0.0012301149302060266,0.13963226361700934
392,"Ethan Allen Interiors, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,ETD,729397376.0,729397376.0,11.522088,1.257,0.1338,-0.273,0.5548387096774193,4.550603806052501e-05,0.13874380694790023
393,"Alexandria Real Estate Equities, Inc.",13.1,Low ESG Risk,Real Estate,NYS,ARE,20684998656.0,20684998656.0,145.98766,1.173,0.01491,-0.511,0.5548387096774193,0.0012961142720808764,0.1396817631234155
394,"LiveWire Group, Inc.",13.1,Low ESG Risk,Consumer Durables,NYS,LVWR,1130070016.0,1130070016.0,,0.962,-0.471,,0.5548387096774193,7.061600571822077e-05,0.1387626394236435
395,The E.W. Scripps Co.,13.2,Low ESG Risk,Media,NAS,SSP,149844976.0,149844976.0,,1.74,-0.19748,,0.5612903225806452,9.185759191621076e-06,0.140329469964555
396,Taylor Wimpey Plc,13.2,Low ESG Risk,Homebuilders,LON,TW.L,5635552256.0,5635552256.0,22.742857,1.812,0.0551,-0.586,0.5612903225806452,0.00035297247839557306,0.14058731000395797
397,Semtech Corp.,13.2,Low ESG Risk,Semiconductors,NAS,SMTC,3195655424.0,3195655424.0,,1.539,-7.74954,,0.5612903225806452,0.00020006528078998081,0.14047262960575377
398,"Agilysys, Inc.",13.2,Low ESG Risk,Technology Hardware,NAS,AGYS,2821638144.0,2821638144.0,27.878786,0.836,0.49271,11.5,0.5612903225806452,0.0001766257921235739,0.14045504998925396
399,Superdry Plc,13.2,Low ESG Risk,Retailing,LON,SDRY.L,3270419.0,3270419.0,,2.159,-5.94196,,0.5612903225806452,0.0,0.1403225806451613
400,Sealed Air Corp.,13.2,Low ESG Risk,Containers & Packaging,NYS,SEE,4852367360.0,4852367360.0,13.324,1.348,0.68461,-0.018,0.5612903225806452,0.00030389064588373546,0.14055049862957408
401,SL Green Realty Corp.,13.2,Low ESG Risk,Real Estate,NYS,SLG,4082379008.0,4082379008.0,,1.815,-0.03366,,0.5612903225806452,0.0002556358346355243,0.14051430752113794
402,NVIDIA Corp.,13.2,Low ESG Risk,Semiconductors,NAS,NVDA,2611709214720.0,2611709214720.0,49.985912,1.673,1.23767,1.68,0.5612903225806452,0.16367439462003158,0.26307837661018496
403,"Tomy Co., Ltd.",13.2,Low ESG Risk,Consumer Durables,TKS,7867.T,319939641344.0,319939641344.0,30.395576,0.551,0.109060004,0.413,0.5612903225806452,0.020050263293364134,0.15536027811518438
404,"Watts Water Technologies, Inc.",13.2,Low ESG Risk,Machinery,NYS,WTS,6368058880.0,6368058880.0,23.17233,0.889,0.18202999,0.08,0.5612903225806452,0.00039887832721441905,0.1406217393905721
405,"Akamai Technologies, Inc.",13.3,Low ESG Risk,Software & Services,NAS,AKAM,14405576704.0,14405576704.0,23.590569,0.676,0.13906,0.024,0.567741935483871,0.000902585824209455,0.14261242323912485
406,NCC Group Plc,13.3,Low ESG Risk,Software & Services,LON,NCC.L,477064160.0,477064160.0,,0.768,-0.097040005,,0.567741935483871,2.969243298701074e-05,0.141957753195708
407,"Tanger, Inc.",13.3,Low ESG Risk,Real Estate,NYS,SKT,3363729152.0,3363729152.0,34.17778,1.835,0.18969999,-0.041,0.567741935483871,0.00021059838301075724,0.1420934326582258
408,"Comforia Residential REIT, Inc.",13.3,Low ESG Risk,Real Estate,TKS,3282.T,253220978688.0,253220978688.0,29.11463,0.21,0.05599,-0.008,0.567741935483871,0.01586903579188843,0.15383726071488407
409,International Business Machines Corp.,13.3,Low ESG Risk,Software & Services,NYS,IBM,187481260032.0,187481260032.0,22.489502,0.693,0.36244,0.141,0.567741935483871,0.011749158254759423,0.1507473525620373
410,"INABA SEISAKUSHO Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,3421.T,27827818496.0,27827818496.0,11.723145,0.129,0.05627,0.218,0.567741935483871,0.0017437514632979946,0.14324329746844125
411,"insource Co., Ltd.",13.3,Low ESG Risk,Commercial Services,TKS,6200.T,89856180224.0,89856180224.0,27.933842,1.185,0.39619,0.161,0.567741935483871,0.005631039991034586,0.14615876386424367
412,"Electronic Arts, Inc.",13.3,Low ESG Risk,Software & Services,NAS,EA,38124060672.0,38124060672.0,33.95294,0.791,0.15624,-0.293,0.567741935483871,0.002389012162993294,0.1437272429932127
413,Tractor Supply Co.,13.3,Low ESG Risk,Retailing,NAS,TSCO,29425586176.0,29425586176.0,26.331083,0.799,0.51282,0.026,0.567741935483871,0.001843882819332965,0.14331839598546747
414,Ares Commercial Real Estate Corp.,13.3,Low ESG Risk,Real Estate,NYS,ACRE,382176096.0,382176096.0,,1.496,-0.07645,,0.567741935483871,2.3745842228676545e-05,0.14195329325263925
415,CECONOMY AG,13.3,Low ESG Risk,Retailing,ETR,CEC.DE,1241195392.0,1241195392.0,9.135715,2.215,0.27309,,0.567741935483871,7.758018125391314e-05,0.14199366900690819
416,"Palo Alto Networks, Inc.",13.4,Low ESG Risk,Software & Services,NAS,PANW,112022675456.0,112022675456.0,47.194786,1.132,0.74517995,0.591,0.5741935483870968,0.0070202039188735,0.14881354003592934
417,adidas AG,13.4,Low ESG Risk,Textiles & Apparel,ETR,ADS.DE,38209482752.0,38209482752.0,198.14815,1.147,0.048109997,1.255,0.5741935483870968,0.002394365524944969,0.14534416124048294
418,Aviva Plc,13.4,Low ESG Risk,Insurance,LON,AV.L,13133227008.0,13133227008.0,10.75,0.895,0.14025,0.674,0.5741935483870968,0.000822848261605133,0.14416552329297805
419,McKesson Corp.,13.4,Low ESG Risk,Healthcare,NYS,MCK,66060058624.0,66060058624.0,22.752123,0.441,,-0.003,0.5741935483870968,0.004139748138028113,0.1466531982002953
420,Rentokil Initial Plc,13.4,Low ESG Risk,Commercial Services,LON,RTO.L,11856979968.0,11856979968.0,29.506252,0.552,0.09661,0.06,0.5741935483870968,0.0007428664542682758,0.1441055369374754
421,Videndum Plc,13.4,Low ESG Risk,Consumer Durables,LON,VID.L,293870624.0,293870624.0,,1.003,-0.052470002,,0.5741935483870968,1.8211779443861595e-05,0.1435620459313571
422,"PIOLAX, Inc.",13.4,Low ESG Risk,Auto Components,TKS,5988.T,78536507392.0,78536507392.0,21.009016,0.392,0.03852,-0.783,0.5741935483870968,0.004921641368989374,0.14723961812351624
423,Air Lease Corp.,13.4,Low ESG Risk,Traders & Distributors,NYS,AL,4695654400.0,4695654400.0,9.047211,1.603,0.07971,-0.263,0.5741935483870968,0.00029406951770003474,0.14376893923504921
424,"QUALCOMM, Inc.",13.4,Low ESG Risk,Semiconductors,NAS,QCOM,179097780224.0,179097780224.0,20.558825,1.284,0.38924,0.174,0.5741935483870968,0.011223769481426095,0.15196621420784376
425,Balanced Commercial Property Trust Ltd.,13.4,Low ESG Risk,Real Estate,LON,BCPT.L,666472512.0,666472512.0,,,,,0.5741935483870968,4.156256615312223e-05,0.14357955902138905
426,"Guidewire Software, Inc.",13.4,Low ESG Risk,Software & Services,NYS,GWRE,13894046720.0,13894046720.0,,1.182,-0.0047999998,0.334,0.5741935483870968,0.000870528478456619,0.14420128345561667
427,Levi Strauss & Co.,13.4,Low ESG Risk,Textiles & Apparel,NYS,LEVI,7484981760.0,7484981760.0,52.305553,1.136,0.07391,,0.5741935483870968,0.0004688753636802491,0.14390004361953437
428,Tosei REIT Investment Corp.,13.4,Low ESG Risk,Real Estate,TKS,3451.T,51009650688.0,51009650688.0,18.15614,0.503,,0.063,0.5741935483870968,0.0031965460853297114,0.14594579666077148
429,"Nasdaq, Inc.",13.4,Low ESG Risk,Diversified Financials,NAS,NDAQ,41180119040.0,41180119040.0,41.65698,0.962,0.11017,-0.296,0.5741935483870968,0.0025805339169630947,0.14548378753449653
430,"Shinko Shoji Co., Ltd.",13.5,Low ESG Risk,Technology Hardware,TKS,8141.T,30192490496.0,30192490496.0,12.408163,0.047,0.045029998,-0.704,0.5806451612903226,0.0018919443557327232,0.1465802485893802
431,QIAGEN NV,13.5,Low ESG Risk,Pharmaceuticals,NYS,QGEN,10198776832.0,10198776832.0,131.11429,0.388,0.020680001,,0.5806451612903226,0.0006389476363653372,0.14564050104985465
432,Team17 Group PLC,13.5,Low ESG Risk,Software & Services,LON,TM17.L,323894240.0,323894240.0,,0.312,-0.015,,0.5806451612903226,2.009334546925099e-05,0.1451763603316826
433,Daiwa Securities Living Investment Corp.,13.5,Low ESG Risk,Real Estate,TKS,8986.T,242133139456.0,242133139456.0,20.668966,0.16,,0.135,0.5806451612903226,0.01517416607353369,0.15654191487773092
434,Deutsche Wohnen SE,13.5,Low ESG Risk,Real Estate,ETR,DWNI.DE,9268432896.0,9268432896.0,,0.761,-0.08315,,0.5806451612903226,0.0005806434153846049,0.1455967728841191
435,Games Workshop Group Plc,13.5,Low ESG Risk,Consumer Durables,LON,GAW.L,3354513664.0,3354513664.0,22.227076,1.245,0.62117,0.168,0.5806451612903226,0.0002100208526717007,0.14531880596208444
436,Kilroy Realty Corp.,13.5,Low ESG Risk,Real Estate,NYS,KRC,4094233600.0,4094233600.0,20.559525,1.053,0.03929,-0.128,0.5806451612903226,0.0002563787563925856,0.1453535743898751
437,Birkenstock Holding Plc,13.5,Low ESG Risk,Textiles & Apparel,NYS,BIRK,8373416960.0,8373416960.0,68.58462,,0.04422,0.151,0.5806451612903226,0.0005245531837029951,0.1455547052103579
438,"Carter's, Inc.",13.5,Low ESG Risk,Retailing,NYS,CRI,2507261952.0,2507261952.0,10.75814,1.234,0.30037,0.194,0.5806451612903226,0.00015692398265270625,0.14527898330957018
439,Paragon Banking Group Plc,13.5,Low ESG Risk,Banks,LON,PAG.L,1520557568.0,1520557568.0,11.219697,1.52,0.14433,1.35,0.5806451612903226,9.508767865663949e-05,0.14523260608157312
440,Elematec Corp.,13.5,Low ESG Risk,Technology Hardware,TKS,2715.T,71614906368.0,71614906368.0,12.672996,0.588,0.08322,-0.064,0.5806451612903226,0.004487867857895345,0.14852719121600216
441,"Tapestry, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NYS,TPR,9505824768.0,9505824768.0,11.797143,1.552,0.31538,-0.284,0.5806451612903226,0.0005955206533914722,0.14560793081262427
442,"Fossil Group, Inc.",13.5,Low ESG Risk,Textiles & Apparel,NAS,FOSL,54196984.0,54196984.0,,2.204,-0.5815,,0.5806451612903226,3.1915440996109456e-06,0.14516368398065535
443,Coca-Cola Europacific Partners plc,13.6,Low ESG Risk,Food Products,NAS,CCEP,37818986496.0,37818986496.0,21.015463,0.755,0.19393,-0.07,0.5870967741935483,0.0023698933065309257,0.14855161352828528
444,Renewi Plc,13.6,Low ESG Risk,Commercial Services,LON,RWI.L,504541952.0,504541952.0,14.0222225,1.235,0.1367,,0.5870967741935483,3.1414453408532136e-05,0.14679775438844347
445,Medios AG,13.6,Low ESG Risk,Healthcare,ETR,ILM1.DE,410641792.0,410641792.0,24.02985,1.076,0.0332,-0.481,0.5870967741935483,2.5529774133569774e-05,0.14679334087898727
446,"Axcelis Technologies, Inc.",13.6,Low ESG Risk,Semiconductors,NAS,ACLS,3182172928.0,3182172928.0,13.438016,1.58,0.28523,-0.167,0.5870967741935483,0.000199220339047752,0.14692360880267288
447,"CommScope Holding Co., Inc.",13.6,Low ESG Risk,Technology Hardware,NAS,COMM,974527488.0,974527488.0,,2.08,,,0.5870967741935483,6.086822796260402e-05,0.14681984471935905
448,"JAKKS Pacific, Inc.",13.6,Low ESG Risk,Consumer Durables,NAS,JAKK,260762528.0,260762528.0,8.825278,2.346,0.16068001,-0.19,0.5870967741935483,1.6136910494067852e-05,0.14678629623125763
449,"HireQuest, Inc.",13.6,Low ESG Risk,Commercial Services,NAS,HQI,196560000.0,196560000.0,33.428574,1.0,0.09151,0.007,0.5870967741935483,1.2113367979105246e-05,0.1467832785743714
450,"Avis Budget Group, Inc.",13.6,Low ESG Risk,Transportation,NAS,CAR,2485431296.0,2485431296.0,3.42457,2.129,,-0.964,0.5870967741935483,0.00015555586561305442,0.14689086044759686
451,Fresenius SE & Co. KGaA,13.6,Low ESG Risk,Healthcare,ETR,FRE.DE,18941661184.0,18941661184.0,57.000004,1.07,0.0083099995,,0.5870967741935483,0.0011868601250086704,0.1476643386421436
452,"Hayward Holdings, Inc.",13.7,Low ESG Risk,Consumer Durables,NYS,HAYW,3029002240.0,3029002240.0,34.341465,1.21,0.0687,0.308,0.5935483870967742,0.00018962120339979013,0.14852931267674338
453,Fukuoka REIT Corp.,13.7,Low ESG Risk,Real Estate,TKS,8968.T,113668800512.0,113668800512.0,19.329218,0.679,0.05906,0.063,0.5935483870967742,0.0071233658091305494,0.15372962113104144
454,Hooker Furnishings Corp.,13.7,Low ESG Risk,Consumer Durables,NAS,HOFT,169602624.0,169602624.0,113.07143,1.191,0.00721,,0.5935483870967742,1.0423961785819017e-05,0.1483949147455329
455,Industrial & Infrastructure Fund Investment Corp.,13.7,Low ESG Risk,Real Estate,TKS,3249.T,304853647360.0,304853647360.0,17.323978,0.43,0.07618,0.194,0.5935483870967742,0.019104831079618686,0.16271572008390756
456,KEYENCE Corp.,13.7,Low ESG Risk,Technology Hardware,TKS,6861.T,15611333705728.0,15611333705728.0,41.322422,0.703,0.13956,0.099,0.5935483870967742,0.9783548043714948,0.8821532000528147
457,CNH Industrial NV,13.7,Low ESG Risk,Machinery,NYS,CNH,13189766144.0,13189766144.0,6.831169,1.601,0.26511,-0.346,0.5935483870967742,0.0008263915429141688,0.14900689043137916
458,IP Group Plc,13.7,Low ESG Risk,Diversified Financials,LON,IPO.L,440636544.0,440636544.0,,1.36,-0.13590999,,0.5935483870967742,2.7409531265528184e-05,0.14840765392264268
459,Currys Plc,13.7,Low ESG Risk,Retailing,LON,CURY.L,877888000.0,877888000.0,38.725,1.314,0.01362,,0.5935483870967742,5.481187627825572e-05,0.14842820568140222
460,"Arista Networks, Inc.",13.7,Low ESG Risk,Technology Hardware,NYS,ANET,102027460608.0,102027460608.0,42.17792,1.073,0.34463,0.342,0.5935483870967742,0.006393808461562013,0.15318245312036505
461,"Star Micronics Co., Ltd.",13.7,Low ESG Risk,Technology Hardware,TKS,7718.T,64361185280.0,64361185280.0,19.94138,0.604,0.04397,,0.5935483870967742,0.004033280537139863,0.15141205717704845
462,Brenntag SE,13.7,Low ESG Risk,Traders & Distributors,ETR,BNR.DE,9379249152.0,9379249152.0,15.805352,0.896,0.13941,-0.16,0.5935483870967742,0.00058758821851393,0.148827787938079
463,Computacenter Plc,13.8,Low ESG Risk,Software & Services,LON,CCC.L,2660977408.0,2660977408.0,13.930635,0.712,0.21895,0.055,0.6000000000000001,0.00016655725865739665,0.15012491794399307
464,"Grand Canyon Education, Inc.",13.8,Low ESG Risk,Consumer Services,NAS,LOPE,4022702592.0,4022702592.0,18.554348,0.695,0.31231,0.24,0.6000000000000001,0.00025189594145068594,0.15018892195608805
465,"STAG Industrial, Inc.",13.8,Low ESG Risk,Real Estate,NYS,STAG,7353530368.0,7353530368.0,38.019234,1.091,0.05608,0.143,0.6000000000000001,0.0004606373661926266,0.15034547802464449
466,"Toyoda Gosei Co., Ltd.",13.8,Low ESG Risk,Auto Components,TKS,7282.T,311409147904.0,311409147904.0,6.0716763,0.603,0.10637999,0.039,0.6000000000000001,0.01951566124421352,0.16463674593316016
467,Genpact Ltd.,13.8,Low ESG Risk,Software & Services,NYS,G,6906179072.0,6906179072.0,10.949152,1.14,0.30339,0.063,0.6000000000000001,0.0004326020689130612,0.1503244515516848
468,"TOKYU REIT, Inc.",13.8,Low ESG Risk,Real Estate,TKS,8957.T,143218393088.0,143218393088.0,16.520073,0.464,0.07047,,0.6000000000000001,0.008975225007406345,0.15673141875555477
469,Japan Prime Realty Investment Corp.,13.8,Low ESG Risk,Real Estate,TKS,8955.T,339539099648.0,339539099648.0,22.831049,0.516,0.054369997,-0.07,0.6000000000000001,0.02127855221302133,0.16595891415976602
470,Vornado Realty Trust,13.8,Low ESG Risk,Real Estate,NYS,VNO,6925660672.0,6925660672.0,370.5555,1.626,-0.00112,-0.25,0.6000000000000001,0.0004338229717077221,0.15032536722878082
471,Roland Corp.,13.9,Low ESG Risk,Consumer Durables,TKS,7944.T,104763940864.0,104763940864.0,12.164591,0.228,0.20761,0.51,0.6064516129032258,0.006565302404158351,0.1565368800289252
472,"Recursion Pharmaceuticals, Inc.",13.9,Low ESG Risk,Pharmaceuticals,NAS,RXRX,1727296640.0,1727296640.0,,0.81,-0.71182996,,0.6064516129032258,0.00010804391997000202,0.15169393616578394
473,"PC Connection, Inc.",13.9,Low ESG Risk,Technology Hardware,NAS,CNXN,1833950720.0,1833950720.0,20.820896,0.624,0.10628,0.32,0.6064516129032258,0.00011472788146874897,0.151698949136908
474,"MarketAxess Holdings, Inc.",13.9,Low ESG Risk,Diversified Financials,NAS,MKTX,9732464640.0,9732464640.0,37.146973,1.077,0.21017,0.082,0.6064516129032258,0.0006097240685681718,0.1520701962772326
475,Custodian Property Income REIT Plc,13.9,Low ESG Risk,Real Estate,LON,CREI.L,361496992.0,361496992.0,,,,,0.6064516129032258,2.244989241630571e-05,0.15162974064511867
476,"W.P. Carey, Inc.",13.9,Low ESG Risk,Real Estate,NYS,WPC,13487541248.0,13487541248.0,23.703848,0.957,0.06387,-0.031,0.6064516129032258,0.0008450529699352577,0.1522466929532579
477,"Advanced Micro Devices, Inc.",13.9,Low ESG Risk,Semiconductors,NAS,AMD,223593005056.0,223593005056.0,162.5294,1.693,0.024249999,8.553,0.6064516129032258,0.014012264489354316,0.1621221015928222
478,"Equity LifeStyle Properties, Inc.",13.9,Low ESG Risk,Real Estate,NYS,ELS,14515226624.0,14515226624.0,38.645832,0.8,0.24858999,0.243,0.6064516129032258,0.0009094575336051077,0.1522949963760103
479,Acadia Realty Trust,13.9,Low ESG Risk,Real Estate,NYS,AKR,2504045824.0,2504045824.0,2234.0,1.488,-0.0141900005,-0.889,0.6064516129032258,0.00015672242940948254,0.15173044504786357
480,Amdocs Ltd.,13.9,Low ESG Risk,Software & Services,NAS,DOX,9820999680.0,9820999680.0,19.632185,0.747,0.14219,-0.083,0.6064516129032258,0.0006152725182725809,0.15207435761451088
481,"TEGNA, Inc.",13.9,Low ESG Risk,Media,NYS,TGNA,2324319744.0,2324319744.0,5.711382,0.498,0.15447,-0.477,0.6064516129032258,0.00014545907971821227,0.15172199753559512
482,"Synopsys, Inc.",13.9,Low ESG Risk,Software & Services,NAS,SNPS,71301472256.0,71301472256.0,47.851547,1.078,0.21819,0.204,0.6064516129032258,0.00446822508813912,0.1549640720419108
483,"VICI Properties, Inc.",13.9,Low ESG Risk,Real Estate,NYS,VICI,35457175552.0,35457175552.0,13.278432,0.959,0.10666,0.035,0.6064516129032258,0.0022218797151426248,0.1532793130121634
484,Howden Joinery Group Plc,13.9,Low ESG Risk,Retailing,LON,HWDN.L,5137385472.0,5137385472.0,20.315218,1.066,0.27752,,0.6064516129032258,0.00032175259816023106,0.1518542176744266
485,Kainos Group Plc,14.0,Low ESG Risk,Software & Services,LON,KNOS.L,1059598080.0,1059598080.0,21.589745,0.791,0.34047002,0.344,0.6129032258064516,6.619956232509263e-05,0.15327545612335672
486,"FAST RETAILING CO., LTD.",14.0,Low ESG Risk,Retailing,TKS,9983.T,13526424879104.0,13526424879104.0,36.363636,0.687,0.19893,0.374,0.6129032258064516,0.8476945396582041,0.7889967111952659
487,"Best Buy Co., Inc.",14.0,Low ESG Risk,Retailing,NYS,BBY,21159385088.0,21159385088.0,16.941278,1.479,0.4241,0.072,0.6129032258064516,0.001325843848736696,0.15422018933816542
488,Marlowe Plc,14.0,Low ESG Risk,Commercial Services,LON,MRL.L,392500064.0,392500064.0,,0.438,-0.03111,,0.6129032258064516,2.4392840492843234e-05,0.15324410108198253
489,"Mohawk Industries, Inc.",14.0,Low ESG Risk,Consumer Durables,NYS,MHK,9413283840.0,9413283840.0,,1.375,-0.04518,0.557,0.6129032258064516,0.0005897211565526236,0.15366809731902736
490,"Granite Point Mortgage Trust, Inc.",14.0,Low ESG Risk,Real Estate,NYS,GPMT,131778656.0,131778656.0,,1.803,-0.21066,,0.6129032258064516,8.053551335118616e-06,0.15323184661511424
491,Ferguson Plc,14.0,Low ESG Risk,Traders & Distributors,NYS,FERG,37369716736.0,37369716736.0,20.313662,1.209,0.36473998,0.337,0.6129032258064516,0.0023417377800063776,0.1549821097866177
492,STV Group Plc,14.0,Low ESG Risk,Media,LON,STVG.L,118426360.0,118426360.0,17.333332,0.089,,0.729,0.6129032258064516,7.216769166223879e-06,0.15323121902848758
493,US Foods Holding Corp.,14.0,Low ESG Risk,Food Retailers,NYS,USFD,13961816064.0,13961816064.0,27.185715,1.66,0.10858,0.096,0.6129032258064516,0.0008747755516683643,0.15388188811536418
494,Ralph Lauren Corp.,14.0,Low ESG Risk,Textiles & Apparel,NYS,RL,10758254592.0,10758254592.0,16.781643,1.502,0.28403,0.332,0.6129032258064516,0.0006740098468991037,0.15373131383678723
495,Investec Plc,14.0,Low ESG Risk,Banks,LON,INVP.L,3651616768.0,3651616768.0,8.323529,1.093,0.12081,0.016,0.6129032258064516,0.00022864016576590402,0.15339728657593735
496,Fraport AG Frankfurt Airport Services Worldwide,14.1,Low ESG Risk,Transportation Infrastructure,ETR,FRA.DE,4318369280.0,4318369280.0,9.310758,1.756,0.11243,0.309,0.6193548387096774,0.000270425235023459,0.15504152860368695
497,Motorpoint Group Plc,14.1,Low ESG Risk,Retailing,LON,MOTR.L,130117016.0,130117016.0,,0.995,-0.24,,0.6193548387096774,7.949417130550185e-06,0.15484467174026728
498,Bloomsbury Publishing Plc,14.1,Low ESG Risk,Media,LON,BMY.L,561921536.0,561921536.0,17.692308,0.662,0.16549,1.072,0.6193548387096774,3.501040520212612e-05,0.15486496748132095
499,"Americold Realty Trust, Inc.",14.1,Low ESG Risk,Real Estate,NYS,COLD,8383645696.0,8383645696.0,,0.612,-0.08038,,0.6193548387096774,0.0005251942138220945,0.15523260533778593
500,"Adobe, Inc.",14.1,Low ESG Risk,Software & Services,NAS,ADBE,252684795904.0,252684795904.0,51.340538,1.296,0.34223998,0.238,0.6193548387096774,0.015835433466646426,0.1667152847774042
501,Paramount Global,14.1,Low ESG Risk,Media,NAS,PARA,7365381632.0,7365381632.0,,1.77,-0.29097998,,0.6193548387096774,0.0004613800793854785,0.15518474473695848
502,"Thryv Holdings, Inc.",14.1,Low ESG Risk,Media,NAS,THRY,628041856.0,628041856.0,,0.967,-0.92142,-0.651,0.6193548387096774,3.915413484814461e-05,0.15486807527855548
503,"E2open Parent Holdings, Inc.",14.1,Low ESG Risk,Software & Services,NYS,ETWO,1342749184.0,1342749184.0,,0.341,,,0.6193548387096774,8.394451008014984e-05,0.15490166805997949
504,"Joshin Denki Co., Ltd.",14.1,Low ESG Risk,Retailing,TKS,8173.T,71062806528.0,71062806528.0,15.190505,0.175,0.046490002,-0.236,0.6193548387096774,0.004453268018170279,0.15817866069104708
505,Grand City Properties SA,14.1,Low ESG Risk,Real Estate,ETR,GYC.DE,2173409024.0,2173409024.0,,0.789,-0.05846,,0.6193548387096774,0.00013600157521179133,0.1549407108588282
506,"Tetra Tech, Inc.",14.1,Low ESG Risk,Commercial Services,NAS,TTEK,12202711040.0,12202711040.0,42.212963,0.945,0.18655,0.42,0.6193548387096774,0.000764533259459118,0.1554121096220137
507,Central Garden & Pet Co.,14.1,Low ESG Risk,Retailing,NAS,CENT,2263961088.0,2263961088.0,17.414747,0.694,0.09625,-0.048,0.6193548387096774,0.00014167643087045968,0.1549449670005722
508,The Lovesac Co.,14.1,Low ESG Risk,Consumer Durables,NAS,LOVE,325471968.0,325471968.0,23.516855,2.905,0.07611,,0.6193548387096774,2.0192220947877733e-05,0.15485385384313027
509,"Park Hotels & Resorts, Inc.",14.1,Low ESG Risk,Real Estate,NYS,PK,2941551104.0,2941551104.0,9.915493,2.023,0.0813,,0.6193548387096774,0.00018414068145402223,0.1549768151885099
510,"American Assets Trust, Inc.",14.2,Low ESG Risk,Real Estate,NYS,AAT,1966390016.0,1966390016.0,28.662922,1.319,0.05904,-0.009,0.6258064516129032,0.00012302779043974334,0.1565438837460556
511,OMRON Corp.,14.2,Low ESG Risk,Technology Hardware,TKS,6645.T,1161977659392.0,1161977659392.0,,0.972,-0.01495,,0.6258064516129032,0.07282039354167735,0.2110669080594838
512,Deckers Outdoor Corp.,14.2,Low ESG Risk,Textiles & Apparel,NYS,DECK,22719363072.0,22719363072.0,28.565178,1.054,0.41874,0.876,0.6258064516129032,0.0014236069421312374,0.15751931810982422
513,"Iteris, Inc.",14.2,Low ESG Risk,Technology Hardware,NAS,ITI,303874304.0,303874304.0,236.66667,0.862,0.020550001,-0.817,0.6258064516129032,1.883870540830463e-05,0.15646574193228202
514,Hioki E.E. Corp.,14.2,Low ESG Risk,Technology Hardware,TKS,6866.T,110298841088.0,110298841088.0,20.242916,0.561,0.14789,-0.22,0.6258064516129032,0.006912172022241615,0.161635741919907
515,"Hakuto Co., Ltd.",14.2,Low ESG Risk,Technology Hardware,TKS,7433.T,89120055296.0,89120055296.0,13.234308,0.441,0.10402001,254.713,0.6258064516129032,0.005584907384789987,0.1606402934418183
516,KB Home,14.2,Low ESG Risk,Homebuilders,NYS,KBH,6019312128.0,6019312128.0,10.587302,1.807,0.15656,0.109,0.6258064516129032,0.0003770225307631155,0.15673437980129812
517,Microsoft Corp.,14.2,Low ESG Risk,Software & Services,NAS,MSFT,3015732887552.0,3015732887552.0,34.353935,0.896,0.37133,0.097,0.6258064516129032,0.18899436994391436,0.29819739036116155
518,"Keihanshin Building Co., Ltd.",14.2,Low ESG Risk,Real Estate,TKS,8818.T,75594072064.0,75594072064.0,21.175987,0.293,0.04815,-0.168,0.6258064516129032,0.004737240317994373,0.16000454314172158
519,Camden Property Trust,14.2,Low ESG Risk,Real Estate,NYS,CPT,12936957952.0,12936957952.0,33.238354,0.916,0.08158,-0.528,0.6258064516129032,0.0008105481713160469,0.15705952403171283
520,"Extra Space Storage, Inc.",14.2,Low ESG Risk,Real Estate,NYS,EXR,38538907648.0,38538907648.0,47.743168,0.871,0.08825,-0.414,0.6258064516129032,0.0024150104296836597,0.15826287072548853
