company_name,ticker_symbol,company_esg_score,company_esg_score_group,industry
"XJ International Holdings Co., Ltd.",HKG:1765,19.7,Low ESG Risk,Consumer Services
Yale University,-,14.6,Low ESG Risk,Consumer Services
YDUQS Participaçoes SA,BSP:YDUQ3,14.9,Low ESG Risk,Consumer Services
York University,-,13.3,Low ESG Risk,Consumer Services
"Yum China Holdings, Inc.",NYS:YUMC,16.9,Low ESG Risk,Consumer Services
"AptarGroup, Inc.",NYS:ATR,9.8,Negligible ESG Risk,Containers & Packaging
"Crown Holdings, Inc.",NYS:CCK,9.1,Negligible ESG Risk,Containers & Packaging
"Graham Packaging Co., Inc.",-,9.8,Negligible ESG Risk,Containers & Packaging
Kleopatra Holdings 2 SCA,-,9.4,Negligible ESG Risk,Containers & Packaging
Smurfit Kappa Group Plc,LON:SKG,9.4,Negligible ESG Risk,Containers & Packaging
adapa Holding GesmbH,-,12.5,Low ESG Risk,Containers & Packaging
Amcor Plc,NYS:AMCR,14.7,Low ESG Risk,Containers & Packaging
Ardagh Metal Packaging SA,NYS:AMBP,12.0,Low ESG Risk,Containers & Packaging
Avery Dennison Corp.,NYS:AVY,15.4,Low ESG Risk,Containers & Packaging
Ball Corp.,NYS:BALL,10.3,Low ESG Risk,Containers & Packaging
"Berry Global Group, Inc.",NYS:BERY,15.4,Low ESG Risk,Containers & Packaging
Bewi ASA,OSL:BEWI,19.6,Low ESG Risk,Containers & Packaging
Billerud AB,OME:BILL,14.2,Low ESG Risk,Containers & Packaging
Can-Pack SA,-,16.1,Low ESG Risk,Containers & Packaging
"CCL Industries, Inc.",TSE:CCL.B,19.5,Low ESG Risk,Containers & Packaging
Cheng Loong Corp.,TAI:1904,19.6,Low ESG Risk,Containers & Packaging
Corticeira Amorim SGPS SA,LIS:COR,10.2,Low ESG Risk,Containers & Packaging
DS Smith Plc,LON:SMDS,11.9,Low ESG Risk,Containers & Packaging
EPL Ltd.,BOM:500135,14.7,Low ESG Risk,Containers & Packaging
FP Corp.,TKS:7947,15.0,Low ESG Risk,Containers & Packaging
"Fuji Seal International, Inc.",TKS:7864,12.2,Low ESG Risk,Containers & Packaging
Gerresheimer AG,ETR:GXI,17.5,Low ESG Risk,Containers & Packaging
Graphic Packaging Holding Co.,NYS:GPK,16.0,Low ESG Risk,Containers & Packaging
"Greif, Inc.",NYS:GEF,18.3,Low ESG Risk,Containers & Packaging
Guala Closures SpA,-,12.6,Low ESG Risk,Containers & Packaging
Huhtamäki Oyj,HEL:HUH1V,15.7,Low ESG Risk,Containers & Packaging
Kartonsan Karton Sanayi ve Ticaret AS,IST:KARTN.E,18.3,Low ESG Risk,Containers & Packaging
Klabin SA,BSP:KLBN4,13.2,Low ESG Risk,Containers & Packaging
Kruger Packaging Holdings LP,-,19.3,Low ESG Risk,Containers & Packaging
Mayr-Melnhof Karton AG,WBO:MMK,18.1,Low ESG Risk,Containers & Packaging
"O-I Glass, Inc.",NYS:OI,14.8,Low ESG Risk,Containers & Packaging
Packaging Corporation of America,NYS:PKG,18.3,Low ESG Risk,Containers & Packaging
"Pactiv Evergreen, Inc.",NAS:PTVE,18.7,Low ESG Risk,Containers & Packaging
Polyplex (Thailand) Public Co. Ltd.,BKK:PTL,17.6,Low ESG Risk,Containers & Packaging
"SCG Packaging Public Co., Ltd.",BKK:SCGP,15.2,Low ESG Risk,Containers & Packaging
Sealed Air Corp.,NYS:SEE,13.2,Low ESG Risk,Containers & Packaging
"Shenzhen Leaguer Co., Ltd.",SHE:002243,19.8,Low ESG Risk,Containers & Packaging
SIG Group AG,SWX:SIGN,11.3,Low ESG Risk,Containers & Packaging
"Taiwan Hon Chuan Enterprise Co., Ltd.",TAI:9939,16.5,Low ESG Risk,Containers & Packaging
Time Technoplast Ltd.,BOM:532856,19.4,Low ESG Risk,Containers & Packaging
Ton Yi Industrial Corp.,TAI:9907,13.7,Low ESG Risk,Containers & Packaging
"Transcontinental, Inc.",TSE:TCL.A,17.1,Low ESG Risk,Containers & Packaging
Verallia SA,PAR:VRLA,13.9,Low ESG Risk,Containers & Packaging
Vetropack Holding AG,SWX:VETN,19.6,Low ESG Risk,Containers & Packaging
Vidrala SA,MCE:VID,18.1,Low ESG Risk,Containers & Packaging
Viscofán SA,MCE:VIS,16.3,Low ESG Risk,Containers & Packaging
WestRock Co.,-,18.4,Low ESG Risk,Containers & Packaging
Zignago Vetro SpA,MIL:ZV,12.2,Low ESG Risk,Containers & Packaging
3i Group Plc,LON:III,8.9,Negligible ESG Risk,Diversified Financials
Ackermans & van Haaren NV,BRU:ACKB,6.8,Negligible ESG Risk,Diversified Financials
B2 Impact ASA,OSL:B2I,7.0,Negligible ESG Risk,Diversified Financials
Banca Generali SpA,MIL:BGN,6.1,Negligible ESG Risk,Diversified Financials
Deutsche Börse AG,ETR:DB1,8.1,Negligible ESG Risk,Diversified Financials
EOS Holding GmbH,-,9.9,Negligible ESG Risk,Diversified Financials
Groupe Bruxelles Lambert SA,BRU:GBLB,8.6,Negligible ESG Risk,Diversified Financials
Grupo de Inversiones Suramericana SA,BOG:GRUPOSURA,5.9,Negligible ESG Risk,Diversified Financials
Infratil Ltd.,NZE:IFT,8.5,Negligible ESG Risk,Diversified Financials
Investor AB,OME:INVE.B,9.9,Negligible ESG Risk,Diversified Financials
Italmobiliare SpA,MIL:ITM,9.1,Negligible ESG Risk,Diversified Financials
JAB Holding Co. SARL,-,4.2,Negligible ESG Risk,Diversified Financials
Kinnevik AB,OME:KINV.B,8.2,Negligible ESG Risk,Diversified Financials
Molten Ventures Plc,LON:GROW,8.2,Negligible ESG Risk,Diversified Financials
RCI Banque SA,-,8.5,Negligible ESG Risk,Diversified Financials
Wendel SE,PAR:MF,8.6,Negligible ESG Risk,Diversified Financials
abrdn Plc,LON:ABDN,15.8,Low ESG Risk,Diversified Financials
Aditya Birla Capital Ltd.,BOM:540691,12.4,Low ESG Risk,Diversified Financials
"Affiliated Managers Group, Inc.",NYS:AMG,19.6,Low ESG Risk,Diversified Financials
Aker ASA,OSL:AKER,14.7,Low ESG Risk,Diversified Financials
Allfunds Group Plc,AMS:ALLFG,18.0,Low ESG Risk,Diversified Financials
American Express Co.,NYS:AXP,18.3,Low ESG Risk,Diversified Financials
"Ameriprise Financial, Inc.",NYS:AMP,18.7,Low ESG Risk,Diversified Financials
AMP Ltd.,ASX:AMP,16.8,Low ESG Risk,Diversified Financials
Amundi SA,PAR:AMUN,17.1,Low ESG Risk,Diversified Financials
Anima Holding SpA,MIL:ANIM,11.5,Low ESG Risk,Diversified Financials
Antin Infrastructure Partners SA,PAR:ANTIN,17.1,Low ESG Risk,Diversified Financials
Arad Investment & Industrial Development Ltd.,TAE:ARAD,19.2,Low ESG Risk,Diversified Financials
Ares Management Corp.,NYS:ARES,18.8,Low ESG Risk,Diversified Financials
Ashmore Group Plc,LON:ASHM,17.1,Low ESG Risk,Diversified Financials
ASX Ltd.,ASX:ASX,18.6,Low ESG Risk,Diversified Financials
"AVIC Industry-Finance Holdings Co., Ltd.",SHG:600705,17.9,Low ESG Risk,Diversified Financials
AXA Bank Belgium NV,-,18.1,Low ESG Risk,Diversified Financials
Azimut Holding SpA,MIL:AZM,17.8,Low ESG Risk,Diversified Financials
"B3 SA-Brasil, Bolsa, Balcão",BSP:B3SA3,15.6,Low ESG Risk,Diversified Financials
Bajaj Finance Ltd.,BOM:500034,18.5,Low ESG Risk,Diversified Financials
Bajaj Holdings & Investment Ltd.,BOM:500490,17.4,Low ESG Risk,Diversified Financials
Banque Stellantis France SA,-,12.5,Low ESG Risk,Diversified Financials
Bevco Lux SARL,-,19.8,Low ESG Risk,Diversified Financials
"BlackRock, Inc.",NYS:BLK,18.4,Low ESG Risk,Diversified Financials
Bolsa Mexicana de Valores SAB de CV,MEX:BOLSAA,12.4,Low ESG Risk,Diversified Financials
Borusan Yatirim ve Pazarlama AS,IST:BRYAT.E,14.6,Low ESG Risk,Diversified Financials
Bradespar SA,BSP:BRAP4,13.8,Low ESG Risk,Diversified Financials
"Bread Financial Holdings, Inc.",NYS:BFH,18.0,Low ESG Risk,Diversified Financials
Brookfield Corp.,TSE:BN,19.8,Low ESG Risk,Diversified Financials
Bursa Malaysia Bhd.,KLS:1818,15.8,Low ESG Risk,Diversified Financials
CA Auto Bank SpA,-,16.5,Low ESG Risk,Diversified Financials
"Cannae Holdings, Inc.",NYS:CNNE,10.5,Low ESG Risk,Diversified Financials
CDP Reti SpA,-,10.8,Low ESG Risk,Diversified Financials
Cembra Money Bank AG,SWX:CMBN,14.3,Low ESG Risk,Diversified Financials
"Chailease Holding Co., Ltd.",TAI:5871,16.1,Low ESG Risk,Diversified Financials
"Citigroup Global Markets Holdings, Inc.",-,19.1,Low ESG Risk,Diversified Financials
"CME Group, Inc.",NAS:CME,17.1,Low ESG Risk,Diversified Financials
CNH Industrial Capital Canada Ltd.,-,16.6,Low ESG Risk,Diversified Financials
CNH Industrial Capital LLC,-,15.8,Low ESG Risk,Diversified Financials
"COFCO Capital Holdings Co., Ltd.",SHE:002423,18.9,Low ESG Risk,Diversified Financials
Corporación Financiera Alba SA,MCE:ALB,12.5,Low ESG Risk,Diversified Financials
Corporación Financiera Colombiana SA,BOG:CORFICOLCF,13.8,Low ESG Risk,Diversified Financials
Creades AB,OME:CRED.A,16.0,Low ESG Risk,Diversified Financials
Credit Corp. Group Ltd.,ASX:CCP,15.7,Low ESG Risk,Diversified Financials
CreditAccess Grameen Ltd.,BOM:541770,17.3,Low ESG Risk,Diversified Financials
CRISIL Ltd.,BOM:500092,17.9,Low ESG Risk,Diversified Financials
Criteria Caixa SA,-,11.1,Low ESG Risk,Diversified Financials
D'Ieteren Group,BRU:DIE,11.0,Low ESG Risk,Diversified Financials
"Daiwa Securities Group, Inc.",TKS:8601,18.3,Low ESG Risk,Diversified Financials
DekaBank Deutsche Girozentrale,-,16.3,Low ESG Risk,Diversified Financials
"Donnelley Financial Solutions, Inc.",NYS:DFIN,19.6,Low ESG Risk,Diversified Financials
doValue SpA,MIL:DOV,18.7,Low ESG Risk,Diversified Financials
DWS Group GmbH & Co. KGaA,ETR:DWS,18.8,Low ESG Risk,Diversified Financials
EQT AB,OME:EQT,16.7,Low ESG Risk,Diversified Financials
Equital Ltd.,TAE:EQTL,19.0,Low ESG Risk,Diversified Financials
Eurazeo SE,PAR:RF,15.1,Low ESG Risk,Diversified Financials
Euronext NV,PAR:ENX,13.4,Low ESG Risk,Diversified Financials
EXOR NV,AMS:EXO,13.0,Low ESG Risk,Diversified Financials
Federal Home Loan Bank System,-,18.9,Low ESG Risk,Diversified Financials
FinVolution Group,NYS:FINV,18.7,Low ESG Risk,Diversified Financials
flatexDEGIRO AG,ETR:FTK,16.4,Low ESG Risk,Diversified Financials
FleetPartners Group Ltd.,ASX:FPR,16.7,Low ESG Risk,Diversified Financials
"Franklin Resources, Inc.",NYS:BEN,19.5,Low ESG Risk,Diversified Financials
"General Motors Financial Co., Inc.",-,17.7,Low ESG Risk,Diversified Financials
Gentera SAB de CV,MEX:GENTERA,17.1,Low ESG Risk,Diversified Financials
Gimv NV,BRU:GIMB,10.1,Low ESG Risk,Diversified Financials
Grupo Bolivar SA,BOG:GRUBOLIVAR,17.0,Low ESG Risk,Diversified Financials
"GT Capital Holdings, Inc.",PHS:GTCAP,12.3,Low ESG Risk,Diversified Financials
Haci Ömer Sabanci Holding AS,IST:SAHOL.E,13.7,Low ESG Risk,Diversified Financials
HAL Trust,AMS:HAL,17.1,Low ESG Risk,Diversified Financials
Hargreaves Lansdown Plc,LON:HL,14.3,Low ESG Risk,Diversified Financials
Home First Finance Company India Ltd.,BOM:543259,16.2,Low ESG Risk,Diversified Financials
Hong Kong Exchanges & Clearing Ltd.,HKG:388,15.3,Low ESG Risk,Diversified Financials
Hutchison Whampoa Ltd.,-,18.9,Low ESG Risk,Diversified Financials
"IGM Financial, Inc.",TSE:IGM,12.1,Low ESG Risk,Diversified Financials
Indian Energy Exchange Ltd.,BOM:540750,18.8,Low ESG Risk,Diversified Financials
Industrivärden AB,OME:INDU.A,14.4,Low ESG Risk,Diversified Financials
"Intercontinental Exchange, Inc.",NYS:ICE,18.6,Low ESG Risk,Diversified Financials
Intermediate Capital Group Plc,LON:ICG,13.0,Low ESG Risk,Diversified Financials
Intrum AB,OME:INTRUM,12.8,Low ESG Risk,Diversified Financials
Inversiones La Construccion SA,SGO:ILC,11.2,Low ESG Risk,Diversified Financials
Investment AB Latour,OME:LATO.B,16.6,Low ESG Risk,Diversified Financials
Investment AB Öresund,OME:ORES,14.5,Low ESG Risk,Diversified Financials
IP Group Plc,LON:IPO,13.7,Low ESG Risk,Diversified Financials
Isracard Ltd.,TAE:ISCD,19.7,Low ESG Risk,Diversified Financials
Itausa SA,BSP:ITSA4,14.7,Low ESG Risk,Diversified Financials
Janus Henderson Group Plc,NYS:JHG,16.8,Low ESG Risk,Diversified Financials
"Japan Exchange Group, Inc.",TKS:8697,19.2,Low ESG Risk,Diversified Financials
John Deere Financial Ltd.,-,19.0,Low ESG Risk,Diversified Financials
JSE Ltd.,JSE:JSE,17.9,Low ESG Risk,Diversified Financials
Julius Bär Gruppe AG,SWX:BAER,12.5,Low ESG Risk,Diversified Financials
Jupiter Fund Management Plc,LON:JUP,15.1,Low ESG Risk,Diversified Financials
"KB Kookmin Card Co., Ltd.",-,18.8,Low ESG Risk,Diversified Financials
"Korea Investment & Securities Co., Ltd.",KRX:570068,17.3,Low ESG Risk,Diversified Financials
KrungThai Card Public Co. Ltd.,BKK:KTC,14.1,Low ESG Risk,Diversified Financials
Kuwait Projects Co. (Holding) KSCP,KUW:KPROJ,18.1,Low ESG Risk,Diversified Financials
L&T Finance Ltd.,BOM:533519,16.5,Low ESG Risk,Diversified Financials
LE Lundbergföretagen AB,OME:LUND.B,18.1,Low ESG Risk,Diversified Financials
Leonteq AG,SWX:LEON,13.0,Low ESG Risk,Diversified Financials
Liontrust Asset Management Plc,LON:LIO,17.9,Low ESG Risk,Diversified Financials
London Stock Exchange Group Plc,LON:LSEG,17.2,Low ESG Risk,Diversified Financials
Lotte Corp.,KRX:004990,13.6,Low ESG Risk,Diversified Financials
M&G Plc,LON:MNG,18.5,Low ESG Risk,Diversified Financials
Magellan Financial Group Ltd.,ASX:MFG,18.6,Low ESG Risk,Diversified Financials
Mahindra & Mahindra Financial Services Ltd.,BOM:532720,19.8,Low ESG Risk,Diversified Financials
Man Group Plc (Jersey),LON:EMG,17.6,Low ESG Risk,Diversified Financials
"MarketAxess Holdings, Inc.",NAS:MKTX,13.9,Low ESG Risk,Diversified Financials
Mediobanca Banca di Credito Finanziario SpA,MIL:MB,13.5,Low ESG Risk,Diversified Financials
Metro Pacific Investments Corp.,-,12.9,Low ESG Risk,Diversified Financials
Moody's Corp.,NYS:MCO,14.6,Low ESG Risk,Diversified Financials
Motability Operations Group Plc,-,13.8,Low ESG Risk,Diversified Financials
"MSCI, Inc.",NYS:MSCI,14.4,Low ESG Risk,Diversified Financials
Multiply Group PJSC,ADS:MULTIPLY,16.0,Low ESG Risk,Diversified Financials
"Nasdaq, Inc.",NAS:NDAQ,13.4,Low ESG Risk,Diversified Financials
NatWest Markets Plc,-,16.0,Low ESG Risk,Diversified Financials
NB Private Equity Partners Ltd.,LON:NBPE,18.3,Low ESG Risk,Diversified Financials
Ninety One Plc,LON:N91,18.5,Low ESG Risk,Diversified Financials
Nippon Life India Asset Management Ltd.,BOM:540767,20.0,Low ESG Risk,Diversified Financials
OFX Group Ltd.,ASX:OFX,19.3,Low ESG Risk,Diversified Financials
"OneMain Holdings, Inc.",NYS:OMF,14.8,Low ESG Risk,Diversified Financials
ORIX Corp.,TKS:8591,18.2,Low ESG Risk,Diversified Financials
Partners Group Holding AG,SWX:PGHN,19.3,Low ESG Risk,Diversified Financials
Peugeot Invest SA,PAR:PEUG,12.6,Low ESG Risk,Diversified Financials
"Ping an Real Estate Co., Ltd.",-,17.4,Low ESG Risk,Diversified Financials
Piramal Enterprises Ltd.,BOM:500302,11.6,Low ESG Risk,Diversified Financials
Plus500 Ltd.,LON:PLUS,18.8,Low ESG Risk,Diversified Financials
"PROG Holdings, Inc.",NYS:PRG,18.4,Low ESG Risk,Diversified Financials
PT Bursa Efek Indonesia,-,16.7,Low ESG Risk,Diversified Financials
Rathbones Group Plc,LON:RAT,18.6,Low ESG Risk,Diversified Financials
Regional Management Corp.,NYS:RM,18.9,Low ESG Risk,Diversified Financials
Remgro Ltd.,JSE:REM,14.7,Low ESG Risk,Diversified Financials
"S&P Global, Inc.",NYS:SPGI,11.5,Low ESG Risk,Diversified Financials
Santander Consumer Finance SA,-,11.4,Low ESG Risk,Diversified Financials
SBI Cards & Payment Services Ltd.,BOM:543066,18.7,Low ESG Risk,Diversified Financials
Schroders Plc,LON:SDR,15.8,Low ESG Risk,Diversified Financials
"Seibu Holdings, Inc.",TKS:9024,17.9,Low ESG Risk,Diversified Financials
Self-Governing Dependency of the Isle of Man,-,14.5,Low ESG Risk,Diversified Financials
Singapore Exchange Ltd.,SES:S68,19.7,Low ESG Risk,Diversified Financials
SIX Group AG,-,18.6,Low ESG Risk,Diversified Financials
Sofina SA,BRU:SOF,10.6,Low ESG Risk,Diversified Financials
St. James's Place Plc,LON:STJ,17.1,Low ESG Risk,Diversified Financials
"Sumitomo Mitsui Finance & Leasing Co., Ltd.",-,19.6,Low ESG Risk,Diversified Financials
Svolder AB,OME:SVOL.B,16.9,Low ESG Risk,Diversified Financials
Swissquote Group Holding Ltd.,SWX:SQN,19.0,Low ESG Risk,Diversified Financials
Synchrony Financial,NYS:SYF,16.5,Low ESG Risk,Diversified Financials
"T. Rowe Price Group, Inc.",NAS:TROW,17.3,Low ESG Risk,Diversified Financials
Tamburi Investment Partners SpA,MIL:TIP,14.2,Low ESG Risk,Diversified Financials
The Bank of New York Mellon Corp.,NYS:BK,19.0,Low ESG Risk,Diversified Financials
Tikehau Capital SCA,PAR:TKO,12.2,Low ESG Risk,Diversified Financials
Tokyo Century Corp.,TKS:8439,17.2,Low ESG Risk,Diversified Financials
"Tradeweb Markets, Inc.",NAS:TW,15.8,Low ESG Risk,Diversified Financials
Van Lanschot Kempen NV,AMS:VLK,14.5,Low ESG Risk,Diversified Financials
VEF AB,OME:VEFAB,16.4,Low ESG Risk,Diversified Financials
Volkswagen Financial Services AG,-,12.3,Low ESG Risk,Diversified Financials
"Voya Financial, Inc.",NYS:VOYA,16.1,Low ESG Risk,Diversified Financials
"VW Credit Canada, Inc.",-,19.1,Low ESG Risk,Diversified Financials
Washington H. Soul Pattinson & Co. Ltd.,ASX:SOL,12.9,Low ESG Risk,Diversified Financials
"Xiangcai Co., Ltd.",SHG:600095,19.2,Low ESG Risk,Diversified Financials
Yuanta Financial Holding Co. Ltd.,TAI:2885,14.2,Low ESG Risk,Diversified Financials
AMAG Austria Metall AG,WBO:AMAG,15.4,Low ESG Risk,Diversified Metals
Ecora Resources Plc,LON:ECOR,10.5,Low ESG Risk,Diversified Metals
Emirates Global Aluminium PJSC,-,18.6,Low ESG Risk,Diversified Metals
Norsk Hydro ASA,OSL:NHY,16.3,Low ESG Risk,Diversified Metals
Teck Resources Limited,TSE:TECK.B,19.2,Low ESG Risk,Diversified Metals
Legrand SA,PAR:LR,9.9,Negligible ESG Risk,Electrical Equipment
Schneider Electric SE,PAR:SU,8.6,Negligible ESG Risk,Electrical Equipment
ABB India Ltd.,BOM:500002,19.6,Low ESG Risk,Electrical Equipment
ABB Ltd.,SWX:ABBN,13.4,Low ESG Risk,Electrical Equipment
"AcBel Polytech, Inc.",TAI:6282,16.5,Low ESG Risk,Electrical Equipment
"Acuity Brands, Inc.",NYS:AYI,18.0,Low ESG Risk,Electrical Equipment
"Advanced Energy Solution Holding Co., Ltd.",TAI:6781,19.0,Low ESG Risk,Electrical Equipment
Alfen NV,AMS:ALFEN,18.5,Low ESG Risk,Electrical Equipment
Amara Raja Energy & Mobility Ltd.,BOM:500008,18.7,Low ESG Risk,Electrical Equipment
AQ Group AB,OME:AQ,19.9,Low ESG Risk,Electrical Equipment
"Ballard Power Systems, Inc.",TSE:BLDP,18.7,Low ESG Risk,Electrical Equipment
"BizLink Holding, Inc.",TAI:3665,11.9,Low ESG Risk,Electrical Equipment
"Chicony Power Technology Co., Ltd.",TAI:6412,15.9,Low ESG Risk,Electrical Equipment
Clarios Global GP LLC,-,11.8,Low ESG Risk,Electrical Equipment
"Contemporary Amperex Technology Co., Ltd.",SHE:300750,17.6,Low ESG Risk,Electrical Equipment
Delta Electronics (Thailand) Public Co. Ltd.,BKK:DELTA,17.5,Low ESG Risk,Electrical Equipment
Eaton Corp. Plc,NYS:ETN,18.1,Low ESG Risk,Electrical Equipment
"Enphase Energy, Inc.",NAS:ENPH,19.9,Low ESG Risk,Electrical Equipment
Esab India Ltd.,BOM:500133,18.7,Low ESG Risk,Electrical Equipment
Fagerhult Group AB,OME:FAG,15.1,Low ESG Risk,Electrical Equipment
FDK Corp.,TKS:6955,18.7,Low ESG Risk,Electrical Equipment
"Fuji Electric Co., Ltd.",TKS:6504,19.1,Low ESG Risk,Electrical Equipment
GARO AB,OME:GARO,17.3,Low ESG Risk,Electrical Equipment
GS Yuasa Corp.,TKS:6674,15.3,Low ESG Risk,Electrical Equipment
"Hankook & Company Co., Ltd.",KRX:000240,17.3,Low ESG Risk,Electrical Equipment
Havells India Ltd.,BOM:517354,18.5,Low ESG Risk,Electrical Equipment
"Hubbell, Inc.",NYS:HUBB,18.9,Low ESG Risk,Electrical Equipment
HUBER+SUHNER AG,SWX:HUBN,12.1,Low ESG Risk,Electrical Equipment
Johnson Electric Holdings Ltd.,HKG:179,18.5,Low ESG Risk,Electrical Equipment
Mersen SA,PAR:MRN,17.6,Low ESG Risk,Electrical Equipment
Nexans SA,PAR:NEX,19.7,Low ESG Risk,Electrical Equipment
Niagara Mohawk Power Corp.,-,13.8,Low ESG Risk,Electrical Equipment
Nitto Kogyo Corp.,TKS:6651,18.9,Low ESG Risk,Electrical Equipment
NKT A/S,CSE:NKT,19.8,Low ESG Risk,Electrical Equipment
Nordex SE,ETR:NDX1,17.6,Low ESG Risk,Electrical Equipment
Northvolt AB,-,12.1,Low ESG Risk,Electrical Equipment
nVent Electric Plc,NYS:NVT,19.3,Low ESG Risk,Electrical Equipment
Polycab India Ltd.,BOM:542652,17.1,Low ESG Risk,Electrical Equipment
PowerCell Sweden AB,OME:PCELL,18.2,Low ESG Risk,Electrical Equipment
Prysmian SpA,MIL:PRY,12.9,Low ESG Risk,Electrical Equipment
"Rockwell Automation, Inc.",NYS:ROK,17.5,Low ESG Risk,Electrical Equipment
Schneider Electric Infrastructure Ltd,BOM:534139,17.7,Low ESG Risk,Electrical Equipment
Shihlin Electric & Engineering Corp.,TAI:1503,18.8,Low ESG Risk,Electrical Equipment
Siemens Energy AG,ETR:ENR,11.3,Low ESG Risk,Electrical Equipment
Siemens Gamesa Renewable Energy SA,-,15.4,Low ESG Risk,Electrical Equipment
Signify NV,AMS:LIGHT,11.2,Low ESG Risk,Electrical Equipment
"SK on Co., Ltd.",-,13.4,Low ESG Risk,Electrical Equipment
SMA Solar Technology AG,ETR:S92,15.8,Low ESG Risk,Electrical Equipment
"SolarEdge Technologies, Inc.",NAS:SEDG,15.6,Low ESG Risk,Electrical Equipment
Somfy SA,-,14.5,Low ESG Risk,Electrical Equipment
"TECO Electric & Machinery Co., Ltd.",TAI:1504,19.0,Low ESG Risk,Electrical Equipment
TKH Group NV,AMS:TWEKA,19.0,Low ESG Risk,Electrical Equipment
Varta AG,ETR:VAR1,15.3,Low ESG Risk,Electrical Equipment
Vestas Wind Systems A/S,CSE:VWS,16.2,Low ESG Risk,Electrical Equipment
WEG SA,BSP:WEGE3,17.9,Low ESG Risk,Electrical Equipment
XP Power Ltd.,LON:XPP,16.2,Low ESG Risk,Electrical Equipment
Baker Hughes Co.,NAS:BKR,19.4,Low ESG Risk,Energy Services
Bumi Armada Bhd.,KLS:5210,19.9,Low ESG Risk,Energy Services
BW Offshore Ltd.,OSL:BWO,18.0,Low ESG Risk,Energy Services
CGG,PAR:VIRI,14.1,Low ESG Risk,Energy Services
Dialog Group Bhd.,KLS:7277,19.5,Low ESG Risk,Energy Services
"Dril-Quip, Inc.",NYS:DRQ,19.7,Low ESG Risk,Energy Services
Gaztransport & Technigaz SA,PAR:GTT,18.0,Low ESG Risk,Energy Services
"Helix Energy Solutions Group, Inc.",NYS:HLX,19.3,Low ESG Risk,Energy Services
John Wood Group Plc,LON:WG,17.4,Low ESG Risk,Energy Services
"Pason Systems, Inc.",TSE:PSI,17.3,Low ESG Risk,Energy Services
Petrofac Ltd.,LON:PFC,18.4,Low ESG Risk,Energy Services
PGS ASA,-,12.2,Low ESG Risk,Energy Services
Saipem SpA,MIL:SPM,18.1,Low ESG Risk,Energy Services
SBM Offshore NV,AMS:SBMO,13.7,Low ESG Risk,Energy Services
SLB NV,NYS:SLB,19.4,Low ESG Risk,Energy Services
Subsea 7 SA,OSL:SUBC,16.1,Low ESG Risk,Energy Services
TGS ASA,OSL:TGS,18.7,Low ESG Risk,Energy Services
Vallourec SA,PAR:VK,18.7,Low ESG Risk,Energy Services
Velesto Energy Bhd.,KLS:5243,17.7,Low ESG Risk,Energy Services
"Westcoast Energy, Inc.",-,19.7,Low ESG Risk,Energy Services
Yinson Holdings Bhd.,KLS:7293,13.2,Low ESG Risk,Energy Services
Anheuser-Busch Cos. LLC,-,18.1,Low ESG Risk,Food Products
Anora Group Oyj,HEL:ANORA,19.6,Low ESG Risk,Food Products
Asahi Group Holdings Ltd.,TKS:2502,19.4,Low ESG Risk,Food Products
Barry Callebaut AG,SWX:BARN,14.2,Low ESG Risk,Food Products
Budweiser Brewing Co. APAC Ltd.,HKG:1876,17.2,Low ESG Risk,Food Products
Carlsberg Brewery Malaysia Bhd.,KLS:2836,14.8,Low ESG Risk,Food Products
Coca-Cola Europacific Partners plc,NAS:CCEP,13.6,Low ESG Risk,Food Products
Coca-Cola HBC AG,LON:CCH,17.3,Low ESG Risk,Food Products
Coca-Cola Icecek AS,IST:CCOLA.E,17.8,Low ESG Risk,Food Products
Compañía Cervecerías Unidas SA,SGO:CCU,18.6,Low ESG Risk,Food Products
Danone SA,PAR:BN,16.2,Low ESG Risk,Food Products
"Darling Ingredients, Inc.",NYS:DAR,19.6,Low ESG Risk,Food Products
Davide Campari-Milano NV,MIL:CPR,18.9,Low ESG Risk,Food Products
Diageo Plc,LON:DGE,16.6,Low ESG Risk,Food Products
Fraser & Neave Holdings Bhd.,KLS:3689,18.9,Low ESG Risk,Food Products
JDE Peet's NV,AMS:JDEP,18.5,Low ESG Risk,Food Products
Nestlé (Malaysia) Bhd.,KLS:4707,19.3,Low ESG Risk,Food Products
OFI Group Ltd.,-,18.5,Low ESG Risk,Food Products
Olvi Oyj,HEL:OLVAS,17.6,Low ESG Risk,Food Products
Orkla ASA,OSL:ORK,18.0,Low ESG Risk,Food Products
Pernod Ricard SA,PAR:RI,17.2,Low ESG Risk,Food Products
Premier Foods Plc,LON:PFD,19.8,Low ESG Risk,Food Products
PT Austindo Nusantara Jaya Tbk,JKT:ANJT,15.5,Low ESG Risk,Food Products
PT Perkebunan Nusantara III (Persero),-,17.2,Low ESG Risk,Food Products
Royal Unibrew A/S,CSE:RBREW,14.1,Low ESG Risk,Food Products
SalMar ASA,OSL:SALM,18.9,Low ESG Risk,Food Products
"Thai Beverage Public Co., Ltd.",SES:Y92,19.9,Low ESG Risk,Food Products
United Spirits Ltd.,BOM:532432,19.5,Low ESG Risk,Food Products
ACOMO NV,AMS:ACOMO,11.8,Low ESG Risk,Food Retailers
"Ain Holdings, Inc.",TKS:9627,16.9,Low ESG Risk,Food Retailers
